#separator:tab		
#separator:tab		
#separator:tab	
#separator:tab		
#separator:tab			
同日	[sound:k-0001_同日.mp3]<br>どうじつ <br> the same day
[sound:s-0961_市庁舎の前に告示が掲示されています。.mp3]	(<b>告示</b>) 市庁舎の前に告示が掲示されています。Notices are posted in front of the city hall. <br>
引き下げ	[sound:k-0962_引き下げ.mp3]<br>ひきさげ <br> reduction, cut
reduction, cut	<b>引き下げ<b> <br> ひきさげ <br>[sound:k-0962_引き下げ.mp3]
[sound:k-0962_引き下げ.mp3]	reduction, cut<br> <b>引き下げ</b> <br> (ひきさげ)
<b>軍</b> <br> 彼は軍に入隊しました。	[sound:s-0962_彼は軍に入隊しました。.mp3] <br> He enlisted in the military. <br>
[sound:s-0962_彼は軍に入隊しました。.mp3]	(<b>軍</b>) 彼は軍に入隊しました。He enlisted in the military. <br>
下り	[sound:k-0963_下り.mp3]<br>くだり <br> down-train (going away from Tokyo); down-slope, downward going
down-train (going away from Tokyo); down-slope, downward going	<b>下り<b> <br> くだり <br>[sound:k-0963_下り.mp3]
[sound:k-0963_下り.mp3]	down-train<br> <b>going away from Tokyo); down-slope, downward going (下り</b> <br> (くだり)
<b>軍事</b> <br> 軍事作戦が計画されています。	[sound:s-0963_軍事作戦が計画されています。.mp3] <br> Military operations are being planned. <br>
[sound:s-0963_軍事作戦が計画されています。.mp3]	(<b>軍事</b>) 軍事作戦が計画されています。Military operations are being planned. <br>
下院	[sound:k-0964_下院.mp3]<br>かいん <br> lower house, lower (legislative) body
lower house, lower (legislative) body	<b>下院<b> <br> かいん <br>[sound:k-0964_下院.mp3]
[sound:k-0964_下院.mp3]	lower house, lower<br> <b>legislative) body (下院</b> <br> (かいん)
<b>海軍</b> <br> 彼は海軍で勤務しています。	[sound:s-0964_彼は海軍で勤務しています。.mp3] <br> He serves in the navy. <br>
[sound:s-0964_彼は海軍で勤務しています。.mp3]	(<b>海軍</b>) 彼は海軍で勤務しています。He serves in the navy. <br>
下車	[sound:k-0965_下車.mp3]<br>げしゃ <br> alighting (from train, bus, etc.), getting off
alighting (from train, bus, etc.), getting off	<b>下車<b> <br> げしゃ <br>[sound:k-0965_下車.mp3]
[sound:k-0965_下車.mp3]	alighting<br> <b>from train, bus, etc.), getting off (下車</b> <br> (げしゃ)
<b>軍縮</b> <br> 軍縮交渉が進展しています。	[sound:s-0965_軍縮交渉が進展しています。.mp3] <br> Disarmament negotiations are progressing. <br>
[sound:s-0965_軍縮交渉が進展しています。.mp3]	(<b>軍縮</b>) 軍縮交渉が進展しています。Disarmament negotiations are progressing. <br>
地下	[sound:k-0966_地下.mp3]<br>ちか <br> basement, cellar, underground place; underground, below ground; secret, under cover; underground (railway), subway, metro
basement, cellar, underground place; underground, below ground; secret, under cover; underground (railway), subway, metro	<b>地下<b> <br> ちか <br>[sound:k-0966_地下.mp3]
[sound:k-0966_地下.mp3]	basement, cellar, underground place; underground, below ground; secret, under cover; underground<br> <b>railway), subway, metro (地下</b> <br> (ちか)
<b>空軍</b> <br> 空軍のパイロットは高度な訓練を受けています。	[sound:s-0966_空軍のパイロットは高度な訓練を受けています。.mp3] <br> Air Force pilots undergo advanced training. <br>
[sound:s-0966_空軍のパイロットは高度な訓練を受けています。.mp3]	(<b>空軍</b>) 空軍のパイロットは高度な訓練を受けています。Air Force pilots undergo advanced training. <br>
低下	[sound:k-0967_低下.mp3]<br>ていか <br> fall, decline, lowering, deterioration, degradation
fall, decline, lowering, deterioration, degradation	<b>低下<b> <br> ていか <br>[sound:k-0967_低下.mp3]
[sound:k-0967_低下.mp3]	fall, decline, lowering, deterioration, degradation<br> <b>低下</b> <br> (ていか)
<b>軍人</b> <br> 彼は軍人として数々の賞を受賞しました。	[sound:s-0967_彼は軍人として数々の賞を受賞しました。.mp3] <br> He received numerous awards as a military personnel. <br>
[sound:s-0967_彼は軍人として数々の賞を受賞しました。.mp3]	(<b>軍人</b>) 彼は軍人として数々の賞を受賞しました。He received numerous awards as a military personnel. <br>
以下	[sound:k-0968_以下.mp3]<br>いか, いげ <br> not exceeding, and downward, ... and below; below (e.g. standard), under (e.g. a level); the below-mentioned, the following, the rest
not exceeding, and downward, ... and below; below (e.g. standard), under (e.g. a level); the below-mentioned, the following, the rest	<b>以下<b> <br> いか, いげ <br>[sound:k-0968_以下.mp3]
[sound:k-0968_以下.mp3]	not exceeding, and downward, ... and below; below<br> <b>e.g. standard), under (e.g. a level); the below-mentioned, the following, the rest (以下</b> <br> (いか, いげ)
<b>軍部</b> <br> 軍部は政府に対して圧力をかけている。	[sound:s-0968_軍部は政府に対して圧力をかけている。.mp3] <br> The military is putting pressure on the government. <br>
[sound:s-0968_軍部は政府に対して圧力をかけている。.mp3]	(<b>軍部</b>) 軍部は政府に対して圧力をかけている。The military is putting pressure on the government. <br>
殿下	[sound:k-0969_殿下.mp3]<br>でんか, てんが <br> your Highness, his (or her) Highness
your Highness, his (or her) Highness	<b>殿下<b> <br> でんか, てんが <br>[sound:k-0969_殿下.mp3]
[sound:k-0969_殿下.mp3]	your Highness, his<br> <b>or her) Highness (殿下</b> <br> (でんか, てんが)
<b>従軍</b> <br> 彼は祖父と一緒に従軍しました。	[sound:s-0969_彼は祖父と一緒に従軍しました。.mp3] <br> He accompanied his grandfather to the war. <br>
[sound:s-0969_彼は祖父と一緒に従軍しました。.mp3]	(<b>従軍</b>) 彼は祖父と一緒に従軍しました。He accompanied his grandfather to the war. <br>
首	[sound:k-0970_首.mp3]<br>くび, クビ <br> neck; head; unemployed person
neck; head; unemployed person	<b>首<b> <br> くび, クビ <br>[sound:k-0970_首.mp3]
[sound:k-0970_首.mp3]	neck; head; unemployed person<br> <b>首</b> <br> (くび, クビ)
<b>軍隊</b> <br> 軍隊は国の安全を守る責任があります。	[sound:s-0970_軍隊は国の安全を守る責任があります。.mp3] <br> The military has the responsibility to protect the nation's security. <br>
[sound:s-0970_軍隊は国の安全を守る責任があります。.mp3]	(<b>軍隊</b>) 軍隊は国の安全を守る責任があります。The military has the responsibility to protect the nation's security. <br>
首相	[sound:k-0971_首相.mp3]<br>しゅしょう <br> Prime Minister, Chancellor (Germany, Austria, etc.), Premier
Prime Minister, Chancellor (Germany, Austria, etc.), Premier	<b>首相<b> <br> しゅしょう <br>[sound:k-0971_首相.mp3]
[sound:k-0971_首相.mp3]	Prime Minister, Chancellor<br> <b>Germany, Austria, etc.), Premier (首相</b> <br> (しゅしょう)
<b>将軍</b> <br> 彼は将軍として数々の戦いを指揮しました。	[sound:s-0971_彼は将軍として数々の戦いを指揮しました。.mp3] <br> He commanded many battles as a general. <br>
[sound:s-0971_彼は将軍として数々の戦いを指揮しました。.mp3]	(<b>将軍</b>) 彼は将軍として数々の戦いを指揮しました。He commanded many battles as a general. <br>
首脳	[sound:k-0972_首脳.mp3]<br>しゅのう <br> head, brains, leading spirit
head, brains, leading spirit	<b>首脳<b> <br> しゅのう <br>[sound:k-0972_首脳.mp3]
[sound:k-0972_首脳.mp3]	head, brains, leading spirit<br> <b>首脳</b> <br> (しゅのう)
<b>文</b> <br> 彼は優れた文章を書きます。	[sound:s-0972_彼は優れた文章を書きます。.mp3] <br> He writes excellent essays. <br>
[sound:s-0972_彼は優れた文章を書きます。.mp3]	(<b>文</b>) 彼は優れた文章を書きます。He writes excellent essays. <br>
首都	[sound:k-0973_首都.mp3]<br>しゅと <br> capital city, metropolis
capital city, metropolis	<b>首都<b> <br> しゅと <br>[sound:k-0973_首都.mp3]
[sound:k-0973_首都.mp3]	capital city, metropolis<br> <b>首都</b> <br> (しゅと)
<b>文化</b> <br> 日本の文化は多様で魅力的です。	[sound:s-0973_日本の文化は多様で魅力的です。.mp3] <br> Japanese culture is diverse and fascinating. <br>
[sound:s-0973_日本の文化は多様で魅力的です。.mp3]	(<b>文化</b>) 日本の文化は多様で魅力的です。Japanese culture is diverse and fascinating. <br>
党首	[sound:k-0974_党首.mp3]<br>とうしゅ <br> party leader
party leader	<b>党首<b> <br> とうしゅ <br>[sound:k-0974_党首.mp3]
[sound:k-0974_党首.mp3]	party leader<br> <b>党首</b> <br> (とうしゅ)
<b>文学</b> <br> 彼は古典文学が好きです。	[sound:s-0974_彼は古典文学が好きです。.mp3] <br> He likes classical literature. <br>
[sound:s-0974_彼は古典文学が好きです。.mp3]	(<b>文学</b>) 彼は古典文学が好きです。He likes classical literature. <br>
首都圏	[sound:k-0975_首都圏.mp3]<br>しゅとけん <br> the capital city (often Tokyo) area (typically within 50 km of city's centre) (center)
the capital city (often Tokyo) area (typically within 50 km of city's centre) (center)	<b>首都圏<b> <br> しゅとけん <br>[sound:k-0975_首都圏.mp3]
[sound:k-0975_首都圏.mp3]	the capital city<br> <b>often Tokyo) area (typically within 50 km of city's centre) (center) (首都圏</b> <br> (しゅとけん)
<b>文書</b> <br> その会社の重要な文書が紛失しました。	[sound:s-0975_その会社の重要な文書が紛失しました。.mp3] <br> The company's important documents have been lost. <br>
[sound:s-0975_その会社の重要な文書が紛失しました。.mp3]	(<b>文書</b>) その会社の重要な文書が紛失しました。The company's important documents have been lost. <br>
首位	[sound:k-0976_首位.mp3]<br>しゅい <br> first place, head position, leading position
first place, head position, leading position	<b>首位<b> <br> しゅい <br>[sound:k-0976_首位.mp3]
[sound:k-0976_首位.mp3]	first place, head position, leading position<br> <b>首位</b> <br> (しゅい)
<b>文字</b> <br> 日本語の文字は美しいです。	[sound:s-0976_日本語の文字は美しいです。.mp3] <br> Japanese characters are beautiful. <br>
[sound:s-0976_日本語の文字は美しいです。.mp3]	(<b>文字</b>) 日本語の文字は美しいです。Japanese characters are beautiful. <br>
一首	[sound:k-0977_一首.mp3]<br>いっしゅ <br> tanka, poem
tanka, poem	<b>一首<b> <br> いっしゅ <br>[sound:k-0977_一首.mp3]
[sound:k-0977_一首.mp3]	tanka, poem<br> <b>一首</b> <br> (いっしゅ)
<b>文部省</b> <br> 文部省は教育政策を担当しています。	[sound:s-0977_文部省は教育政策を担当しています。.mp3] <br> The Ministry of Education is in charge of educational policies. <br>
[sound:s-0977_文部省は教育政策を担当しています。.mp3]	(<b>文部省</b>) 文部省は教育政策を担当しています。The Ministry of Education is in charge of educational policies. <br>
元首	[sound:k-0978_元首.mp3]<br>げんしゅ <br> ruler, sovereign
ruler, sovereign	<b>元首<b> <br> げんしゅ <br>[sound:k-0978_元首.mp3]
[sound:k-0978_元首.mp3]	ruler, sovereign<br> <b>元首</b> <br> (げんしゅ)
<b>注文</b> <br> レストランで食事を注文しました。	[sound:s-0978_レストランで食事を注文しました。.mp3] <br> I ordered food at the restaurant. <br>
[sound:s-0978_レストランで食事を注文しました。.mp3]	(<b>注文</b>) レストランで食事を注文しました。I ordered food at the restaurant. <br>
首長	[sound:k-0979_首長.mp3]<br>しゅちょう <br> head (of organization, organisation), chief
head (of organization, organisation), chief	<b>首長<b> <br> しゅちょう <br>[sound:k-0979_首長.mp3]
[sound:k-0979_首長.mp3]	head<br> <b>of organization, organisation), chief (首長</b> <br> (しゅちょう)
<b>論文</b> <br> 彼の論文は学界で高い評価を受けました。	[sound:s-0979_彼の論文は学界で高い評価を受けました。.mp3] <br> His thesis received high praise in the academic community. <br>
[sound:s-0979_彼の論文は学界で高い評価を受けました。.mp3]	(<b>論文</b>) 彼の論文は学界で高い評価を受けました。His thesis received high praise in the academic community. <br>
意見	[sound:k-0980_意見.mp3]<br>いけん <br> opinion, view
opinion, view	<b>意見<b> <br> いけん <br>[sound:k-0980_意見.mp3]
[sound:k-0980_意見.mp3]	opinion, view<br> <b>意見</b> <br> (いけん)
<b>文庫</b> <br> 彼は毎週末文庫で読書を楽しんでいます。	[sound:s-0980_彼は毎週末文庫で読書を楽しんでいます。.mp3] <br> He enjoys reading in paperback books every weekend. <br>
[sound:s-0980_彼は毎週末文庫で読書を楽しんでいます。.mp3]	(<b>文庫</b>) 彼は毎週末文庫で読書を楽しんでいます。He enjoys reading in paperback books every weekend. <br>
意味	[sound:k-0981_意味.mp3]<br>いみ <br> meaning, significance
meaning, significance	<b>意味<b> <br> いみ <br>[sound:k-0981_意味.mp3]
[sound:k-0981_意味.mp3]	meaning, significance<br> <b>意味</b> <br> (いみ)
<b>文章</b> <br> 文章を書くのは楽しいです。	[sound:s-0981_文章を書くのは楽しいです。.mp3] <br> ぶんしょうをかくのはたのしいです。 <br>Writing articles is fun.
[sound:s-0981_文章を書くのは楽しいです。.mp3]	<b>文章</b> <br> 文章を書くのは楽しいです。<br> ぶんしょうをかくのはたのしいです <br>Writing articles is fun.
合意	[sound:k-0982_合意.mp3]<br>ごうい <br> agreement, consent, mutual understanding
agreement, consent, mutual understanding	<b>合意<b> <br> ごうい <br>[sound:k-0982_合意.mp3]
[sound:k-0982_合意.mp3]	agreement, consent, mutual understanding<br> <b>合意</b> <br> (ごうい)
<b>違反</b> <br> その行為は法律に違反しています。	[sound:s-0982_その行為は法律に違反しています。.mp3] <br> そのこういはほうりつにいはんしています。 <br>That act violates the law.
[sound:s-0982_その行為は法律に違反しています。.mp3]	<b>違反</b> <br> その行為は法律に違反しています。<br> そのこういはほうりつにいはんしています <br>That act violates the law.
意向	[sound:k-0983_意向.mp3]<br>いこう <br> intention, idea, inclination
intention, idea, inclination	<b>意向<b> <br> いこう <br>[sound:k-0983_意向.mp3]
[sound:k-0983_意向.mp3]	intention, idea, inclination<br> <b>意向</b> <br> (いこう)
<b>反対</b> <br> 彼は私の意見に反対しています。	[sound:s-0983_彼は私の意見に反対しています。.mp3] <br> かれはわたしのいけんにはんたいしています。 <br>He opposes my opinion.
[sound:s-0983_彼は私の意見に反対しています。.mp3]	<b>反対</b> <br> 彼は私の意見に反対しています。<br> かれはわたしのいけんにはんたいしています <br>He opposes my opinion.
意思	[sound:k-0984_意思.mp3]<br>いし <br> intention, purpose
intention, purpose	<b>意思<b> <br> いし <br>[sound:k-0984_意思.mp3]
[sound:k-0984_意思.mp3]	intention, purpose<br> <b>意思</b> <br> (いし)
<b>反発</b> <br> 彼は私の提案に反発しました。	[sound:s-0984_彼は私の提案に反発しました。.mp3] <br> かれはわたしのていあんにはんぱつしました。 <br>He resisted my proposal.
[sound:s-0984_彼は私の提案に反発しました。.mp3]	<b>反発</b> <br> 彼は私の提案に反発しました。<br> かれはわたしのていあんにはんぱつしました <br>He resisted my proposal.
意識	[sound:k-0985_意識.mp3]<br>いしき <br> consciousness; awareness, sense; mano-vijnana (mental consciousness, cognizer of sensory information)
consciousness; awareness, sense; mano-vijnana (mental consciousness, cognizer of sensory information)	<b>意識<b> <br> いしき <br>[sound:k-0985_意識.mp3]
[sound:k-0985_意識.mp3]	consciousness; awareness, sense; mano-vijnana<br> <b>mental consciousness, cognizer of sensory information) (意識</b> <br> (いしき)
<b>反応</b> <br> 彼女は素早い反応ができます。	[sound:s-0985_彼女は素早い反応ができます。.mp3] <br> かのじょはすばやいはんのうができます。 <br>She can react quickly.
[sound:s-0985_彼女は素早い反応ができます。.mp3]	<b>反応</b> <br> 彼女は素早い反応ができます。<br> かのじょはすばやいはんのうができます <br>She can react quickly.
意欲	[sound:k-0986_意欲.mp3]<br>いよく <br> will, desire, ambition
will, desire, ambition	<b>意欲<b> <br> いよく <br>[sound:k-0986_意欲.mp3]
[sound:k-0986_意欲.mp3]	will, desire, ambition<br> <b>意欲</b> <br> (いよく)
<b>反省</b> <br> 失敗から反省することは大切です。	[sound:s-0986_失敗から反省することは大切です。.mp3] <br> しっぱいからはんせいすることはたいせつです。 <br>It's important to reflect on failures.
[sound:s-0986_失敗から反省することは大切です。.mp3]	<b>反省</b> <br> 失敗から反省することは大切です。<br> しっぱいからはんせいすることはたいせつです <br>It's important to reflect on failures.
決意	[sound:k-0987_決意.mp3]<br>けつい <br> decision, determination
decision, determination	<b>決意<b> <br> けつい <br>[sound:k-0987_決意.mp3]
[sound:k-0987_決意.mp3]	decision, determination<br> <b>決意</b> <br> (けつい)
<b>反</b> <br> 彼は彼女に反対します。	[sound:s-0987_彼は彼女に反対します。.mp3] <br> かれはかのじょにはんたいします。 <br>He opposes her.
[sound:s-0987_彼は彼女に反対します。.mp3]	<b>反</b> <br> 彼は彼女に反対します。<br> かれはかのじょにはんたいします <br>He opposes her.
意外	[sound:k-0988_意外.mp3]<br>いがい <br> unexpected, surprising
unexpected, surprising	<b>意外<b> <br> いがい <br>[sound:k-0988_意外.mp3]
[sound:k-0988_意外.mp3]	unexpected, surprising<br> <b>意外</b> <br> (いがい)
<b>反響</b> <br> その発言は大きな反響を呼びました。	[sound:s-0988_その発言は大きな反響を呼びました。.mp3] <br> そのはつげんはおおきなはんきょうをよびました。 <br>That statement caused a big reaction.
[sound:s-0988_その発言は大きな反響を呼びました。.mp3]	<b>反響</b> <br> その発言は大きな反響を呼びました。<br> そのはつげんはおおきなはんきょうをよびました <br>That statement caused a big reaction.
意義	[sound:k-0989_意義.mp3]<br>いぎ <br> meaning, significance
meaning, significance	<b>意義<b> <br> いぎ <br>[sound:k-0989_意義.mp3]
[sound:k-0989_意義.mp3]	meaning, significance<br> <b>意義</b> <br> (いぎ)
<b>反撃</b> <br> 我々は敵への反撃を計画しています。	[sound:s-0989_我々は敵への反撃を計画しています。.mp3] <br> われわれはてきへのはんげきをけいかくしています。 <br>We are planning a counterattack against the enemy.
[sound:s-0989_我々は敵への反撃を計画しています。.mp3]	<b>反撃</b> <br> 我々は敵への反撃を計画しています。<br> われわれはてきへのはんげきをけいかくしています <br>We are planning a counterattack against the enemy.
憲法	[sound:k-0990_憲法.mp3]<br>けんぽう <br> constitution
constitution	<b>憲法<b> <br> けんぽう <br>[sound:k-0990_憲法.mp3]
[sound:k-0990_憲法.mp3]	constitution<br> <b>憲法</b> <br> (けんぽう)
<b>減反</b> <br> 農業政策における減反が行われました。	[sound:s-0990_農業政策における減反が行われました。.mp3] <br> のうぎょうせいさくにおけるげんはんがおこなわれました。 <br>Reductions in acreage were implemented in agricultural policy.
[sound:s-0990_農業政策における減反が行われました。.mp3]	<b>減反</b> <br> 農業政策における減反が行われました。<br> のうぎょうせいさくにおけるげんはんがおこなわれました <br>Reductions in acreage were implemented in agricultural policy.
方法	[sound:k-0991_方法.mp3]<br>ほうほう <br> method, process, manner, way, means, technique
method, process, manner, way, means, technique	<b>方法<b> <br> ほうほう <br>[sound:k-0991_方法.mp3]
[sound:k-0991_方法.mp3]	method, process, manner, way, means, technique<br> <b>方法</b> <br> (ほうほう)
<b>反戦</b> <br> 彼は反戦の立場を取っています。	[sound:s-0991_彼は反戦の立場を取っています。.mp3] <br> かれははんせんのたちばをとっています。 <br>He takes an anti-war stance.
[sound:s-0991_彼は反戦の立場を取っています。.mp3]	<b>反戦</b> <br> 彼は反戦の立場を取っています。<br> かれははんせんのたちばをとっています <br>He takes an anti-war stance.
法案	[sound:k-0992_法案.mp3]<br>ほうあん <br> bill (law)
bill (law)	<b>法案<b> <br> ほうあん <br>[sound:k-0992_法案.mp3]
[sound:k-0992_法案.mp3]	bill<br> <b>law) (法案</b> <br> (ほうあん)
<b>元</b> <br> 彼は元気な子供です。	[sound:s-0992_彼は元気な子供です。.mp3] <br> かれはげんきなこどもです。 <br>He is an energetic child.
[sound:s-0992_彼は元気な子供です。.mp3]	<b>元</b> <br> 彼は元気な子供です。<br> かれはげんきなこどもです <br>He is an energetic child.
法人	[sound:k-0993_法人.mp3]<br>ほうじん <br> corporate body, corporation, (legal) person, (juridical) person
corporate body, corporation, (legal) person, (juridical) person	<b>法人<b> <br> ほうじん <br>[sound:k-0993_法人.mp3]
[sound:k-0993_法人.mp3]	corporate body, corporation,<br> <b>legal) person, (juridical) person (法人</b> <br> (ほうじん)
<b>地元</b> <br> 彼女は地元の名産品を売っています。	[sound:s-0993_彼女は地元の名産品を売っています。.mp3] <br> かのじょはじもとのめいさんひんをうっています。 <br>She sells local specialty products.
[sound:s-0993_彼女は地元の名産品を売っています。.mp3]	<b>地元</b> <br> 彼女は地元の名産品を売っています。<br> かのじょはじもとのめいさんひんをうっています <br>She sells local specialty products.
法律	[sound:k-0994_法律.mp3]<br>ほうりつ <br> law
law	<b>法律<b> <br> ほうりつ <br>[sound:k-0994_法律.mp3]
[sound:k-0994_法律.mp3]	law<br> <b>法律</b> <br> (ほうりつ)
<b>元首</b> <br> 彼はその国の元首です。	[sound:s-0994_彼はその国の元首です。.mp3] <br> かれはそのくにのげんしゅです。 <br>He is the head of state of that country.
[sound:s-0994_彼はその国の元首です。.mp3]	<b>元首</b> <br> 彼はその国の元首です。<br> かれはそのくにのげんしゅです <br>He is the head of state of that country.
司法	[sound:k-0995_司法.mp3]<br>しほう <br> administration of justice
administration of justice	<b>司法<b> <br> しほう <br>[sound:k-0995_司法.mp3]
[sound:k-0995_司法.mp3]	administration of justice<br> <b>司法</b> <br> (しほう)
<b>元気</b> <br> おはようございます！元気ですか？	[sound:s-0995_おはようございます！元気ですか？.mp3] <br> おはようございます！げんきですか？ <br>Good morning! How are you?
[sound:s-0995_おはようございます！元気ですか？.mp3]	(<b>元気</b>) おはようございます！元気ですか？	おはようございます！げんきですか？ <br>Good morning! How are you?
手法	[sound:k-0996_手法.mp3]<br>しゅほう <br> technique
technique	<b>手法<b> <br> しゅほう <br>[sound:k-0996_手法.mp3]
[sound:k-0996_手法.mp3]	technique<br> <b>手法</b> <br> (しゅほう)
<b>元日</b> <br> 元日には家族で神社に行きます。	[sound:s-0996_元日には家族で神社に行きます。.mp3] <br> がんじつにはかぞくでじんじゃにいきます。 <br>"On New Year's Day, we go to the shrine as a family."
[sound:s-0996_元日には家族で神社に行きます。.mp3]	<b>元日</b> <br> 元日には家族で神社に行きます。<br> がんじつにはかぞくでじんじゃにいきます <br>On New Year's Day, we go to the shrine as a family.
法廷	[sound:k-0997_法廷.mp3]<br>ほうてい <br> courtroom
courtroom	<b>法廷<b> <br> ほうてい <br>[sound:k-0997_法廷.mp3]
[sound:k-0997_法廷.mp3]	courtroom<br> <b>法廷</b> <br> (ほうてい)
<b>身元</b> <br> 彼の身元はまだ確認されていません。	[sound:s-0997_彼の身元はまだ確認されていません。.mp3] <br> かれのみもとはまだかくにんされていません。 <br>His identity has not been confirmed yet.
[sound:s-0997_彼の身元はまだ確認されていません。.mp3]	<b>身元</b> <br> 彼の身元はまだ確認されていません。<br> かれのみもとはまだかくにんされていません <br>His identity has not been confirmed yet.
法的	[sound:k-0998_法的.mp3]<br>ほうてき <br> legality
legality	<b>法的<b> <br> ほうてき <br>[sound:k-0998_法的.mp3]
[sound:k-0998_法的.mp3]	legality<br> <b>法的</b> <br> (ほうてき)
<b>足元</b> <br> 雨で足元が滑りやすいです。	[sound:s-0998_雨で足元が滑りやすいです。.mp3] <br> あめであしもとがすべりやすいです。 <br>It's slippery underfoot in the rain.
[sound:s-0998_雨で足元が滑りやすいです。.mp3]	<b>足元</b> <br> 雨で足元が滑りやすいです。<br> あめであしもとがすべりやすいです <br>It's slippery underfoot in the rain.
立法	[sound:k-0999_立法.mp3]<br>りっぽう <br> legislation, lawmaking
legislation, lawmaking	<b>立法<b> <br> りっぽう <br>[sound:k-0999_立法.mp3]
[sound:k-0999_立法.mp3]	legislation, lawmaking<br> <b>立法</b> <br> (りっぽう)
<b>還元</b> <br> 彼は複雑な問題を単純化して還元しました。	[sound:s-0999_彼は複雑な問題を単純化して還元しました。.mp3] <br> かれはふくざつなもんだいをたんじゅんかしてかんげんしました。 <br>He simplified complex issues and reduced them to basics.
[sound:s-0999_彼は複雑な問題を単純化して還元しました。.mp3]	<b>還元</b> <br> 彼は複雑な問題を単純化して還元しました。<br> かれはふくざつなもんだいをたんじゅんかしてかんげんしました <br>He simplified complex issues and reduced them to basics.
不況	[sound:k-1000_不況.mp3]<br>ふきょう <br> recession, depression, slump
recession, depression, slump	<b>不況<b> <br> ふきょう <br>[sound:k-1000_不況.mp3]
[sound:k-1000_不況.mp3]	recession, depression, slump<br> <b>不況</b> <br> (ふきょう)
<b>元年</b> <br> 昭和元年は1926年です。	[sound:s-1000_昭和元年は1926年です。.mp3] <br> しょうわがんねんは1926ねんです。 <br>The first year of the Showa era is 1926.
[sound:s-1000_昭和元年は1926年です。.mp3]	<b>元年</b> <br> 昭和元年は1926年です。<br> しょうわがんねんは1926ねんです <br>The first year of the Showa era is 1926.
不安	[sound:k-1001_不安.mp3]<br>ふあん <br> anxiety, uneasiness, insecurity, suspense
anxiety, uneasiness, insecurity, suspense	<b>不安<b> <br> ふあん <br>[sound:k-1001_不安.mp3]
[sound:k-1001_不安.mp3]	anxiety, uneasiness, insecurity, suspense<br> <b>不安</b> <br> (ふあん)
<b>次元</b> <br> 彼の考え方は二次元的です。	[sound:s-1001_彼の考え方は二次元的です。.mp3] <br> かれのかんがえかたはにじげんてきです。 <br>His way of thinking is two-dimensional.
[sound:s-1001_彼の考え方は二次元的です。.mp3]	<b>次元</b> <br> 彼の考え方は二次元的です。<br> かれのかんがえかたはにじげんてきです <br>His way of thinking is two-dimensional.
不足	[sound:k-1002_不足.mp3]<br>ふそく <br> insufficiency, shortage, deficiency, lack, dearth
insufficiency, shortage, deficiency, lack, dearth	<b>不足<b> <br> ふそく <br>[sound:k-1002_不足.mp3]
[sound:k-1002_不足.mp3]	insufficiency, shortage, deficiency, lack, dearth<br> <b>不足</b> <br> (ふそく)
<b>重さ</b> <br> その箱の重さは10キロです。	[sound:s-1002_その箱の重さは10キロです。.mp3] <br> そのはこのおもさは10キロです。 <br>The weight of that box is 10 kilograms.
[sound:s-1002_その箱の重さは10キロです。.mp3]	<b>重さ</b> <br> その箱の重さは10キロです。<br> そのはこのおもさは10キロです <br>The weight of that box is 10 kilograms.
不動産	[sound:k-1003_不動産.mp3]<br>ふどうさん <br> real estate
real estate	<b>不動産<b> <br> ふどうさん <br>[sound:k-1003_不動産.mp3]
[sound:k-1003_不動産.mp3]	real estate<br> <b>不動産</b> <br> (ふどうさん)
<b>重要</b> <br> この会議は非常に重要です。	[sound:s-1003_この会議は非常に重要です。.mp3] <br> このかいぎはひじょうにじゅうようです。 <br>This meeting is very important.
[sound:s-1003_この会議は非常に重要です。.mp3]	<b>重要</b> <br> この会議は非常に重要です。<br> このかいぎはひじょうにじゅうようです <br>This meeting is very important.
不満	[sound:k-1004_不満.mp3]<br>ふまん <br> dissatisfaction, displeasure, discontent, complaints, unhappiness, disgruntled
dissatisfaction, displeasure, discontent, complaints, unhappiness, disgruntled	<b>不満<b> <br> ふまん <br>[sound:k-1004_不満.mp3]
[sound:k-1004_不満.mp3]	dissatisfaction, displeasure, discontent, complaints, unhappiness, disgruntled<br> <b>不満</b> <br> (ふまん)
<b>重大</b> <br> その問題は重大な影響を持ちます。	[sound:s-1004_その問題は重大な影響を持ちます。.mp3] <br> そのもんだいはじゅうだいなえいきょうをもちます。 <br>That issue has a serious impact.
[sound:s-1004_その問題は重大な影響を持ちます。.mp3]	<b>重大</b> <br> その問題は重大な影響を持ちます。<br> そのもんだいはじゅうだいなえいきょうをもちます <br>That issue has a serious impact.
不明	[sound:k-1005_不明.mp3]<br>ふめい <br> unknown, obscure, indistinct, uncertain, ambiguous, ignorant, lack of wisdom, anonymous, unidentified
unknown, obscure, indistinct, uncertain, ambiguous, ignorant, lack of wisdom, anonymous, unidentified	<b>不明<b> <br> ふめい <br>[sound:k-1005_不明.mp3]
[sound:k-1005_不明.mp3]	unknown, obscure, indistinct, uncertain, ambiguous, ignorant, lack of wisdom, anonymous, unidentified<br> <b>不明</b> <br> (ふめい)
<b>重み</b> <br> 彼女の言葉には重みがあります。	[sound:s-1005_彼女の言葉には重みがあります。.mp3] <br> かのじょのことばにはおもみがあります。 <br>Her words carry weight.
[sound:s-1005_彼女の言葉には重みがあります。.mp3]	<b>重み</b> <br> 彼女の言葉には重みがあります。<br> かのじょのことばにはおもみがあります <br>Her words carry weight.
