feeling, mood	<b>気分<b> <br> きぶん <br>[sound:k-1127_気分.mp3]
[sound:k-1185_持ち込む.mp3]	to lodge, to take something into ..., to bring in<br> <b>持ち込む</b> <br> (もちこむ)
(<b>収集</b>) 古代の硬貨を収集しています。	[sound:s-1185_古代の硬貨を収集しています。.mp3] <br> こだいのこうかをしゅうしゅうしています。 <br> I'm collecting ancient coins.
[sound:s-1175_彼の提案は得策だと思います。.mp3]	(<b>得策</b>) 彼の提案は得策だと思います。<br> かれのていあんはとくさくだとおもいます。 <br>I think his proposal is a good idea.	
保持	[sound:k-1186_保持.mp3]<br>ほじ <br> retention, maintenance, preservation
retention, maintenance, preservation	<b>保持<b> <br> ほじ <br>[sound:k-1186_保持.mp3]
[sound:k-1186_保持.mp3]	retention, maintenance, preservation<br> <b>保持</b> <br> (ほじ)
(<b>集</b>) そのイベントは大きな関心を集めました。	[sound:s-1186_そのイベントは大きな関心を集めました。.mp3] <br> そのいべんとはおおきなかんしんをあつめました。 <br> The event attracted a lot of attention.
[sound:s-1176_彼は苦肉の策として辞任しました。.mp3]	(<b>苦肉の策</b>) 彼は苦肉の策として辞任しました。<br> かれはくにくのさくとしてじにんしました。 <br>He resigned as a last resort.	
持続	[sound:k-1187_持続.mp3]<br>じぞく <br> continuation
continuation	<b>持続<b> <br> じぞく <br>[sound:k-1187_持続.mp3]
[sound:k-1187_持続.mp3]	continuation<br> <b>持続</b> <br> (じぞく)
(<b>特集</b>) その雑誌には日本料理の特集があります。	[sound:s-1187_その雑誌には日本料理の特集があります。.mp3] <br> そのざっしにはにほんりょうりのとくしゅうがあります。 <br> That magazine features a special on Japanese cuisine.
[sound:s-1177_その政策は国策として採択されました。.mp3]	(<b>国策</b>) その政策は国策として採択されました。<br> そのせいさくはこくさくとしてさいたくされました。 <br>The policy was adopted as a national policy.	
持ち味	[sound:k-1188_持ち味.mp3]<br>もちあじ <br> inherent flavor, inherent flavour, distinctive characteristic
inherent flavor, inherent flavour, distinctive characteristic	<b>持ち味<b> <br> もちあじ <br>[sound:k-1188_持ち味.mp3]
[sound:k-1188_持ち味.mp3]	inherent flavor, inherent flavour, distinctive characteristic<br> <b>持ち味</b> <br> (もちあじ)
(<b>旅行</b>) 夏休みに海外旅行に行きます。	[sound:s-1188_夏休みに海外旅行に行きます。.mp3] <br> なつやすみにかいがいりょこうにいきます。 <br> I will go on a trip abroad during summer vacation.
[sound:s-1178_古銭を集めるのが趣味です。.mp3]	(<b>集める</b>) 古銭を集めるのが趣味です。<br> こせんをあつめるのがしゅみです。 <br>Collecting old coins is a hobby.	
金持ち	[sound:k-1189_金持ち.mp3]<br>かねもち <br> rich man
rich man	<b>金持ち<b> <br> かねもち <br>[sound:k-1189_金持ち.mp3]
[sound:k-1189_金持ち.mp3]	rich man<br> <b>金持ち</b> <br> (かねもち)
(<b>会社</b>) 彼は大手の会社で働いています。	[sound:s-1189_彼は大手の会社で働いています。.mp3] <br> かれはおおてのかいしゃではたらいています。 <br> He works at a major company.
[sound:s-1179_明日は町の広場で集会があります。.mp3]	(<b>集会</b>) 明日は町の広場で集会があります。<br> あすはまちのひろばでしゅうかいがあります。 <br>There will be a gathering at the town square tomorrow.	
野	[sound:k-1190_野.mp3]<br>の, や, ぬ <br> plain, field; hidden (structural) member; wild; lacking a political post
plain, field; hidden (structural) member; wild; lacking a political post	<b>野<b> <br> の, や, ぬ <br>[sound:k-1190_野.mp3]
[sound:k-1190_野.mp3]	plain, field; hidden<br> <b>structural) member; wild; lacking a political post (野</b> <br> (の, や, ぬ)
(<b>社会</b>) 社会問題について議論しました。	[sound:s-1190_社会問題について議論しました。.mp3] <br> しゃかいもんだいについてぎろんしました。 <br> We discussed social issues.
[sound:s-1180_この会社は集団で働くことを重視しています。.mp3]	(<b>集団</b>) この会社は集団で働くことを重視しています。<br> このかいしゃはしゅうだんではたらくことをじゅうししています。 <br>This company emphasizes working as a team.	
分野	[sound:k-1191_分野.mp3]<br>ぶんや <br> field, sphere, realm, division, branch
field, sphere, realm, division, branch	<b>分野<b> <br> ぶんや <br>[sound:k-1191_分野.mp3]
[sound:k-1191_分野.mp3]	field, sphere, realm, division, branch<br> <b>分野</b> <br> (ぶんや)
(<b>社会党</b>) 彼は社会党のメンバーです。	[sound:s-1191_彼は社会党のメンバーです。.mp3] <br> かれはしゃかいとうのメンバーです。 <br> He is a member of the Social Democratic Party.
[sound:s-1181_彼は新聞の編集者です。.mp3]	(<b>編集</b>) 彼は新聞の編集者です。<br> かれはしんぶんのへんしゅうしゃです。 <br>He is a newspaper editor.	
野球	[sound:k-1192_野球.mp3]<br>やきゅう <br> baseball
baseball	<b>野球<b> <br> やきゅう <br>[sound:k-1192_野球.mp3]
[sound:k-1192_野球.mp3]	baseball<br> <b>野球</b> <br> (やきゅう)
(<b>社長</b>) 彼は会社の社長です。	[sound:s-1192_彼は会社の社長です。.mp3] <br> かれはかいしゃのしゃちょうです。 <br> He is the president of the company.
[sound:s-1182_彼女はテストに集中しています。.mp3]	(<b>集中</b>) 彼女はテストに集中しています。<br> かのじょはてすとにしゅうちゅうしています。 <br>She is focused on her test.	
野党	[sound:k-1193_野党.mp3]<br>やとう <br> opposition party, political opposition, opposition
opposition party, political opposition, opposition	<b>野党<b> <br> やとう <br>[sound:k-1193_野党.mp3]
[sound:k-1193_野党.mp3]	opposition party, political opposition, opposition<br> <b>野党</b> <br> (やとう)
(<b>同社</b>) 同社の製品は高品質です。	[sound:s-1193_同社の製品は高品質です。.mp3] <br> どうしゃのせいひんはこうひんしつです。 <br> The products of the same company are high quality.
[sound:s-1183_クラブは新メンバーの募集を行っています。.mp3]	(<b>募集</b>) クラブは新メンバーの募集を行っています。<br> くらぶはしんめんばーのぼしゅうをおこなっています。 <br>The club is recruiting new members.	
与野党	[sound:k-1194_与野党.mp3]<br>よやとう <br> (political) parties in and out of power, majority and minority parties
(political) parties in and out of power, majority and minority parties	<b>与野党<b> <br> よやとう <br>[sound:k-1194_与野党.mp3]
[sound:k-1194_与野党.mp3]	(political) parties in and out of power, majority and minority parties<br> <b>与野党</b> <br> (よやとう)
(<b>本社</b>) 本社は東京にあります。	[sound:s-1194_本社は東京にあります。.mp3] <br> ほんしゃはとうきょうにあります。 <br> The headquarters are located in Tokyo.
[sound:s-1184_会議のために人々が集まりました。.mp3]	(<b>集まり</b>) 会議のために人々が集まりました。<br> かいぎのためにひとびとがあつまりました。 <br>People gathered for the meeting.	
野菜	[sound:k-1195_野菜.mp3]<br>やさい <br> vegetable
vegetable	<b>野菜<b> <br> やさい <br>[sound:k-1195_野菜.mp3]
[sound:k-1195_野菜.mp3]	vegetable<br> <b>野菜</b> <br> (やさい)
(<b>社員</b>) 彼はその会社の新入社員です。	[sound:s-1195_彼はその会社の新入社員です。.mp3] <br> かれはそのかいしゃのしんにゅうしゃいんです。 <br> He is a new employee at the company.
[sound:s-1185_古代の硬貨を収集しています。.mp3]	(<b>収集</b>) 古代の硬貨を収集しています。<br> こだいのこうかをしゅうしゅうしています。 <br>I'm collecting ancient coins.	
上野	[sound:k-1196_上野.mp3]<br>うえの <br> section of Tokyo
section of Tokyo	<b>上野<b> <br> うえの <br>[sound:k-1196_上野.mp3]
[sound:k-1196_上野.mp3]	section of Tokyo<br> <b>上野</b> <br> (うえの)
(<b>副社長</b>) 彼女は副社長に昇進しました。	[sound:s-1196_彼女は副社長に昇進しました。.mp3] <br> かのじょはふくしゃちょうにしょうしんしました。 <br> She was promoted to vice president.
[sound:s-1186_そのイベントは大きな関心を集めました。.mp3]	(<b>集</b>) そのイベントは大きな関心を集めました。<br> そのいべんとはおおきなかんしんをあつめました。 <br>The event attracted a lot of attention.	
視野	[sound:k-1197_視野.mp3]<br>しや <br> field of vision, outlook
field of vision, outlook	<b>視野<b> <br> しや <br>[sound:k-1197_視野.mp3]
[sound:k-1197_視野.mp3]	field of vision, outlook<br> <b>視野</b> <br> (しや)
(<b>民社党</b>) 民社党は国内で支持を広げています。	[sound:s-1197_民社党は国内で支持を広げています。.mp3] <br> みんしゃとうはこくないでしじをひろげています。 <br> The Democratic Socialist Party is expanding its support domestically.
[sound:s-1187_その雑誌には日本料理の特集があります。.mp3]	(<b>特集</b>) その雑誌には日本料理の特集があります。<br> そのざっしにはにほんりょうりのとくしゅうがあります。 <br>That magazine features a special on Japanese cuisine.	
野生	[sound:k-1198_野生.mp3]<br>やせい <br> wild, growing wild; I
wild, growing wild; I	<b>野生<b> <br> やせい <br>[sound:k-1198_野生.mp3]
[sound:k-1198_野生.mp3]	wild, growing wild; I<br> <b>野生</b> <br> (やせい)
(<b>自社</b>) 彼らは自社製品を販売しています。	[sound:s-1198_彼らは自社製品を販売しています。.mp3] <br> かれらはじしゃせいひんをはんばいしています。 <br> They are selling their own products.
[sound:s-1188_夏休みに海外旅行に行きます。.mp3]	(<b>旅行</b>) 夏休みに海外旅行に行きます。<br> なつやすみにかいがいりょこうにいきます。 <br>I will go on a trip abroad during summer vacation.	
大野	[sound:k-1199_大野.mp3]<br>おおの <br> large field
large field	<b>大野<b> <br> おおの <br>[sound:k-1199_大野.mp3]
[sound:k-1199_大野.mp3]	large field<br> <b>大野</b> <br> (おおの)
(<b>意見</b>) 彼の意見は新しい視点を提供します。	[sound:s-1199_彼の意見は新しい視点を提供します。.mp3] <br> かれのいけんはあたらしいしけんをていきょうします。 <br> His opinion provides a new perspective.
[sound:s-1189_彼は大手の会社で働いています。.mp3]	(<b>会社</b>) 彼は大手の会社で働いています。<br> かれはおおてのかいしゃではたらいています。 <br>He works at a major company.	
協	[sound:k-1200_協.mp3]<br>きょう <br> cooperation
cooperation	<b>協<b> <br> きょう <br>[sound:k-1200_協.mp3]
[sound:k-1200_協.mp3]	cooperation<br> <b>協</b> <br> (きょう)
(<b>会見</b>) 会見で彼はプランを発表しました。	[sound:s-1200_会見で彼はプランを発表しました。.mp3] <br> かいけんでかれはプランをはっぴょうしました。 <br> He announced the plan at the press conference.
[sound:s-1190_社会問題について議論しました。.mp3]	(<b>社会</b>) 社会問題について議論しました。<br> しゃかいもんだいについてぎろんしました。 <br>We discussed social issues.	
協会	[sound:k-1201_協会.mp3]<br>きょうかい <br> association, society, organization, organisation
association, society, organization, organisation	<b>協会<b> <br> きょうかい <br>[sound:k-1201_協会.mp3]
[sound:k-1201_協会.mp3]	association, society, organization, organisation<br> <b>協会</b> <br> (きょうかい)
(<b>見直し</b>) プロジェクトの計画を見直しました。	[sound:s-1201_プロジェクトの計画を見直しました。.mp3] <br> プロジェクトのけいかくをみなおしました。 <br> We reviewed the project plan.
[sound:s-1191_彼は社会党のメンバーです。.mp3]	(<b>社会党</b>) 彼は社会党のメンバーです。<br> かれはしゃかいとうのメンバーです。 <br>He is a member of the Social Democratic Party.	
協議	[sound:k-1202_協議.mp3]<br>きょうぎ <br> conference, consultation, discussion, negotiation
conference, consultation, discussion, negotiation	<b>協議<b> <br> きょうぎ <br>[sound:k-1202_協議.mp3]
[sound:k-1202_協議.mp3]	conference, consultation, discussion, negotiation<br> <b>協議</b> <br> (きょうぎ)
(<b>見方</b>) 彼の見方は常にポジティブです。	[sound:s-1202_彼の見方は常にポジティブです。.mp3] <br> かれのみかたはつねにポジティブです。 <br> His perspective is always positive.
[sound:s-1192_彼は会社の社長です。.mp3]	(<b>社長</b>) 彼は会社の社長です。<br> かれはかいしゃのしゃちょうです。 <br>He is the president of the company.	
協定	[sound:k-1203_協定.mp3]<br>きょうてい <br> arrangement, pact, agreement
arrangement, pact, agreement	<b>協定<b> <br> きょうてい <br>[sound:k-1203_協定.mp3]
[sound:k-1203_協定.mp3]	arrangement, pact, agreement<br> <b>協定</b> <br> (きょうてい)
(<b>見通し</b>) このプロジェクトの見通しが明るいです。	[sound:s-1203_このプロジェクトの見通しが明るいです。.mp3] <br> このプロジェクトのみとおしがあかるいです。 <br> The outlook for this project is bright.
[sound:s-1193_同社の製品は高品質です。.mp3]	(<b>同社</b>) 同社の製品は高品質です。<br> どうしゃのせいひんはこうひんしつです。 <br>The products of the same company are high quality.	
協力	[sound:k-1204_協力.mp3]<br>きょうりょく <br> cooperation, collaboration
cooperation, collaboration	<b>協力<b> <br> きょうりょく <br>[sound:k-1204_協力.mp3]
[sound:k-1204_協力.mp3]	cooperation, collaboration<br> <b>協力</b> <br> (きょうりょく)
(<b>見解</b>) その問題について彼の見解は明確です。	[sound:s-1204_その問題について彼の見解は明確です。.mp3] <br> そのもんだいについてかれのけんかいはめいかくです。 <br> His view on the issue is clear.
[sound:s-1194_本社は東京にあります。.mp3]	(<b>本社</b>) 本社は東京にあります。<br> ほんしゃはとうきょうにあります。 <br>The headquarters are located in Tokyo.	
協調	[sound:k-1205_協調.mp3]<br>きょうちょう <br> cooperation, conciliation, harmony; firm (market) tone
cooperation, conciliation, harmony; firm (market) tone	<b>協調<b> <br> きょうちょう <br>[sound:k-1205_協調.mp3]
[sound:k-1205_協調.mp3]	cooperation, conciliation, harmony; firm<br> <b>market) tone (協調</b> <br> (きょうちょう)
(<b>見込み</b>) このプロジェクトには成功の見込みがあります。	[sound:s-1205_このプロジェクトには成功の見込みがあります。.mp3] <br> このプロジェクトにはせいこうのみこみがあります。 <br> There is a prospect of success for this project.
[sound:s-1195_彼はその会社の新入社員です。.mp3]	(<b>社員</b>) 彼はその会社の新入社員です。<br> かれはそのかいしゃのしんにゅうしゃいんです。 <br>He is a new employee at the company.	
妥協	[sound:k-1206_妥協.mp3]<br>だきょう <br> compromise, giving in
compromise, giving in	<b>妥協<b> <br> だきょう <br>[sound:k-1206_妥協.mp3]
[sound:k-1206_妥協.mp3]	compromise, giving in<br> <b>妥協</b> <br> (だきょう)
(<b>発見</b>) 彼は新しい発見をしました。	[sound:s-1206_彼は新しい発見をしました。.mp3] <br> かれはあたらしいはっけんをしました。 <br> He made a new discovery.
[sound:s-1196_彼女は副社長に昇進しました。.mp3]	(<b>副社長</b>) 彼女は副社長に昇進しました。<br> かのじょはふくしゃちょうにしょうしんしました。 <br>She was promoted to vice president.	
農協	[sound:k-1207_農協.mp3]<br>のうきょう <br> agricultural cooperative
agricultural cooperative	<b>農協<b> <br> のうきょう <br>[sound:k-1207_農協.mp3]
[sound:k-1207_農協.mp3]	agricultural cooperative<br> <b>農協</b> <br> (のうきょう)
(<b>見事</b>) 彼女の演技は見事でした。	[sound:s-1207_彼女の演技は見事でした。.mp3] <br> かのじょのえんぎはみごとでした。 <br> Her performance was splendid.
[sound:s-1197_民社党は国内で支持を広げています。.mp3]	(<b>民社党</b>) 民社党は国内で支持を広げています。<br> みんしゃとうはこくないでしじをひろげています。 <br>The Democratic Socialist Party is expanding its support domestically.	
協賛	[sound:k-1208_協賛.mp3]<br>きょうさん <br> support, mutual aid, cooperation, approval, authorization, authorisation
support, mutual aid, cooperation, approval, authorization, authorisation	<b>協賛<b> <br> きょうさん <br>[sound:k-1208_協賛.mp3]
[sound:k-1208_協賛.mp3]	support, mutual aid, cooperation, approval, authorization, authorisation<br> <b>協賛</b> <br> (きょうさん)
(<b>見つかる</b>) 失われた財宝が見つかりました。	[sound:s-1208_失われた財宝が見つかりました。.mp3] <br> うしなわれたざいほうがみつかりました。 <br> The lost treasure was found.
[sound:s-1198_彼らは自社製品を販売しています。.mp3]	(<b>自社</b>) 彼らは自社製品を販売しています。<br> かれらはじしゃせいひんをはんばいしています。 <br>They are selling their own products.	
生協	[sound:k-1209_生協.mp3]<br>せいきょう <br> cooperative association, co-op store
cooperative association, co-op store	<b>生協<b> <br> せいきょう <br>[sound:k-1209_生協.mp3]
[sound:k-1209_生協.mp3]	cooperative association, co-op store<br> <b>生協</b> <br> (せいきょう)
(<b>一月</b>) 来年一月にそのイベントが開催されます。	[sound:s-1209_来年一月にそのイベントが開催されます。.mp3] <br> らいねんいちがつにそのイベントがかいさいされます。 <br> The event will be held in January next year.
[sound:s-1199_彼の意見は新しい視点を提供します。.mp3]	(<b>意見</b>) 彼の意見は新しい視点を提供します。<br> かれのいけんはあたらしいしけんをていきょうします。 <br>His opinion provides a new perspective.	
取る	[sound:k-1210_取る.mp3]<br>とる <br> to take, to pick up, to harvest, to earn, to choose; to steal; to eat, to have (a meal); to remove (one's glasses, etc.)
to take, to pick up, to harvest, to earn, to choose; to steal; to eat, to have (a meal); to remove (one's glasses, etc.)	<b>取る<b> <br> とる <br>[sound:k-1210_取る.mp3]
[sound:k-1210_取る.mp3]	to take, to pick up, to harvest, to earn, to choose; to steal; to eat, to have<br> <b>a meal); to remove (one's glasses, etc.) (取る</b> <br> (とる)
(<b>九月</b>) 九月は秋の始まりです。	[sound:s-1210_九月は秋の始まりです。.mp3] <br> くがつはあきのはじまりです。 <br> September marks the beginning of autumn.
[sound:s-1200_会見で彼はプランを発表しました。.mp3]	(<b>会見</b>) 会見で彼はプランを発表しました。<br> かいけんでかれはプランをはっぴょうしました。 <br>He announced the plan at the press conference.	
取引	[sound:k-1211_取引.mp3]<br>とりひき <br> transactions, dealings, business
transactions, dealings, business	<b>取引<b> <br> とりひき <br>[sound:k-1211_取引.mp3]
[sound:k-1211_取引.mp3]	transactions, dealings, business<br> <b>取引</b> <br> (とりひき)
(<b>五月</b>) 五月には多くの祭りが開催されます。	[sound:s-1211_五月には多くの祭りが開催されます。.mp3] <br> ごがつにはおおくのまつりがかいさいされます。 <br> Many festivals are held in May.
[sound:s-1201_プロジェクトの計画を見直しました。.mp3]	(<b>見直し</b>) プロジェクトの計画を見直しました。<br> プロジェクトのけいかくをみなおしました。 <br>We reviewed the project plan.	
取材	[sound:k-1212_取材.mp3]<br>しゅざい <br> collecting data (e.g. for a newspaper article), covering an event
collecting data (e.g. for a newspaper article), covering an event	<b>取材<b> <br> しゅざい <br>[sound:k-1212_取材.mp3]
[sound:k-1212_取材.mp3]	collecting data<br> <b>e.g. for a newspaper article), covering an event (取材</b> <br> (しゅざい)
(<b>今月</b>) 今月の会議は大事な決定をします。	[sound:s-1212_今月の会議は大事な決定をします。.mp3] <br> こんげつのかいぎはだいじなけっていをします。 <br> This month's meeting will make important decisions.
[sound:s-1202_彼の見方は常にポジティブです。.mp3]	(<b>見方</b>) 彼の見方は常にポジティブです。<br> かれのみかたはつねにポジティブです。 <br>His perspective is always positive.	
取っ手	[sound:k-1213_取っ手.mp3]<br>とって, はしゅ <br> handle, grip, knob
handle, grip, knob	<b>取っ手<b> <br> とって, はしゅ <br>[sound:k-1213_取っ手.mp3]
[sound:k-1213_取っ手.mp3]	handle, grip, knob<br> <b>取っ手</b> <br> (とって, はしゅ)
(<b>三月</b>) 三月には桜が咲きます。	[sound:s-1213_三月には桜が咲きます。.mp3] <br> さんがつにはさくらがさきます。 <br> Cherry blossoms bloom in March.
[sound:s-1203_このプロジェクトの見通しが明るいです。.mp3]	(<b>見通し</b>) このプロジェクトの見通しが明るいです。<br> このプロジェクトのみとおしがあかるいです。 <br>The outlook for this project is bright.	
取締役	[sound:k-1214_取締役.mp3]<br>とりしまりやく <br> company director, board member
company director, board member	<b>取締役<b> <br> とりしまりやく <br>[sound:k-1214_取締役.mp3]
[sound:k-1214_取締役.mp3]	company director, board member<br> <b>取締役</b> <br> (とりしまりやく)
(<b>四月</b>) 四月は新学期の始まりです。	[sound:s-1214_四月は新学期の始まりです。.mp3] <br> しがつはしんがっきのはじまりです。 <br> April marks the beginning of the new school year.
[sound:s-1204_その問題について彼の見解は明確です。.mp3]	(<b>見解</b>) その問題について彼の見解は明確です。<br> そのもんだいについてかれのけんかいはめいかくです。 <br>His view on the issue is clear.	
聴取	[sound:k-1215_聴取.mp3]<br>ちょうしゅ <br> listening, hearing, audition, radio reception
listening, hearing, audition, radio reception	<b>聴取<b> <br> ちょうしゅ <br>[sound:k-1215_聴取.mp3]
[sound:k-1215_聴取.mp3]	listening, hearing, audition, radio reception<br> <b>聴取</b> <br> (ちょうしゅ)
(<b>七月</b>) 七月には暑い日が続きます。	[sound:s-1215_七月には暑い日が続きます。.mp3] <br> しちがつにはあついひがつづきます。 <br> Hot days continue in July.
[sound:s-1205_このプロジェクトには成功の見込みがあります。.mp3]	(<b>見込み</b>) このプロジェクトには成功の見込みがあります。<br> このプロジェクトにはせいこうのみこみがあります。 <br>There is a prospect of success for this project.	
取り組み	[sound:k-1216_取り組み.mp3]<br>とりくみ <br> bout (in sports, etc.), match; effort, initiative, dealing with, grappling with, wrestling with
bout (in sports, etc.), match; effort, initiative, dealing with, grappling with, wrestling with	<b>取り組み<b> <br> とりくみ <br>[sound:k-1216_取り組み.mp3]
[sound:k-1216_取り組み.mp3]	bout<br> <b>in sports, etc.), match; effort, initiative, dealing with, grappling with, wrestling with (取り組み</b> <br> (とりくみ)
(<b>十一月</b>) 十一月には紅葉が見られます。	[sound:s-1216_十一月には紅葉が見られます。.mp3] <br> じゅういちがつにはこうようがみられます。 <br> Autumn leaves can be seen in November.
[sound:s-1206_彼は新しい発見をしました。.mp3]	(<b>発見</b>) 彼は新しい発見をしました。<br> かれはあたらしいはっけんをしました。 <br>He made a new discovery.	
取得	[sound:k-1217_取得.mp3]<br>しゅとく <br> acquisition
acquisition	<b>取得<b> <br> しゅとく <br>[sound:k-1217_取得.mp3]
[sound:k-1217_取得.mp3]	acquisition<br> <b>取得</b> <br> (しゅとく)
(<b>十月</b>) 十月にはハロウィンがあります。	[sound:s-1217_十月にはハロウィンがあります。.mp3] <br> じゅうがつにはハロウィンがあります。 <br> Halloween is in October.
[sound:s-1207_彼女の演技は見事でした。.mp3]	(<b>見事</b>) 彼女の演技は見事でした。<br> かのじょのえんぎはみごとでした。 <br>Her performance was splendid.	
頭取	[sound:k-1218_頭取.mp3]<br>とうどり <br> (bank) president
(bank) president	<b>頭取<b> <br> とうどり <br>[sound:k-1218_頭取.mp3]
[sound:k-1218_頭取.mp3]	(bank) president<br> <b>頭取</b> <br> (とうどり)
(<b>十二月</b>) 十二月はクリスマスの月です。	[sound:s-1218_十二月はクリスマスの月です。.mp3] <br> じゅうにがつはクリスマスのつきです。 <br> December is the month of Christmas.
[sound:s-1208_失われた財宝が見つかりました。.mp3]	(<b>見つかる</b>) 失われた財宝が見つかりました。<br> うしなわれたざいほうがみつかりました。 <br>The lost treasure was found.	
取締役会	[sound:k-1219_取締役会.mp3]<br>とりしまりやくかい <br> board of directors; board of directors' meeting
board of directors; board of directors' meeting	<b>取締役会<b> <br> とりしまりやくかい <br>[sound:k-1219_取締役会.mp3]
[sound:k-1219_取締役会.mp3]	board of directors; board of directors' meeting<br> <b>取締役会</b> <br> (とりしまりやくかい)
(<b>分け</b>) 彼らの間で費用を分けました。	[sound:s-1219_彼らの間で費用を分けました。.mp3] <br> かれらのあいだでひようをわけました。 <br> They divided the expenses among themselves.
[sound:s-1209_来年一月にそのイベントが開催されます。.mp3]	(<b>一月</b>) 来年一月にそのイベントが開催されます。<br> らいねんいちがつにそのイベントがかいさいされます。 <br>The event will be held in January next year.	
都	[sound:k-1220_都.mp3]<br>みやこ <br> capital, metropolis
capital, metropolis	<b>都<b> <br> みやこ <br>[sound:k-1220_都.mp3]
[sound:k-1220_都.mp3]	capital, metropolis<br> <b>都</b> <br> (みやこ)
(<b>分ける</b>) このケーキを分けてください。	[sound:s-1220_このケーキを分けてください。.mp3] <br> このケーキをわけてください。 <br> Please divide this cake.
[sound:s-1210_九月は秋の始まりです。.mp3]	(<b>九月</b>) 九月は秋の始まりです。<br> くがつはあきのはじまりです。 <br>September marks the beginning of autumn.	
都市	[sound:k-1221_都市.mp3]<br>とし <br> town, city, municipal, urban
town, city, municipal, urban	<b>都市<b> <br> とし <br>[sound:k-1221_都市.mp3]
[sound:k-1221_都市.mp3]	town, city, municipal, urban<br> <b>都市</b> <br> (とし)
(<b>自分</b>) 自分の能力を信じてください。	[sound:s-1221_自分の能力を信じてください。.mp3] <br> じぶんののうりょくをしんじてください。 <br> Believe in your own abilities.
[sound:s-1211_五月には多くの祭りが開催されます。.mp3]	(<b>五月</b>) 五月には多くの祭りが開催されます。<br> ごがつにはおおくのまつりがかいさいされます。 <br>Many festivals are held in May.	
都内	[sound:k-1222_都内.mp3]<br>とない <br> metropolitan area
metropolitan area	<b>都内<b> <br> とない <br>[sound:k-1222_都内.mp3]
[sound:k-1222_都内.mp3]	metropolitan area<br> <b>都内</b> <br> (とない)
(<b>部分</b>) 問題の一部分を解決しました。	[sound:s-1222_問題の一部分を解決しました。.mp3] <br> もんだいのいちぶぶんをかいけつしました。 <br> We solved a part of the problem.
[sound:s-1212_今月の会議は大事な決定をします。.mp3]	(<b>今月</b>) 今月の会議は大事な決定をします。<br> こんげつのかいぎはだいじなけっていをします。 <br>This month's meeting will make important decisions.	
京都	[sound:k-1223_京都.mp3]<br>きょうと <br> Kyoto
Kyoto	<b>京都<b> <br> きょうと <br>[sound:k-1223_京都.mp3]
[sound:k-1223_京都.mp3]	Kyoto<br> <b>京都</b> <br> (きょうと)
(<b>分野</b>) 彼は医学の分野で研究しています。	[sound:s-1223_彼は医学の分野で研究しています。.mp3] <br> かれはいがくのぶんやでけんきゅうしています。 <br> He is researching in the field of medicine.
[sound:s-1213_三月には桜が咲きます。.mp3]	(<b>三月</b>) 三月には桜が咲きます。<br> さんがつにはさくらがさきます。 <br>Cherry blossoms bloom in March.	
首都	[sound:k-1224_首都.mp3]<br>しゅと <br> capital city, metropolis
capital city, metropolis	<b>首都<b> <br> しゅと <br>[sound:k-1224_首都.mp3]
[sound:k-1224_首都.mp3]	capital city, metropolis<br> <b>首都</b> <br> (しゅと)
(<b>十分</b>) 彼らは準備が十分です。	[sound:s-1224_彼らは準備が十分です。.mp3] <br> かれらはじゅんびがじゅうぶんです。 <br> They are well-prepared.
[sound:s-1214_四月は新学期の始まりです。.mp3]	(<b>四月</b>) 四月は新学期の始まりです。<br> しがつはしんがっきのはじまりです。 <br>April marks the beginning of the new school year.	
首都圏	[sound:k-1225_首都圏.mp3]<br>しゅとけん <br> the capital city (often Tokyo) area (typically within 50 km of city's centre) (center)
the capital city (often Tokyo) area (typically within 50 km of city's centre) (center)	<b>首都圏<b> <br> しゅとけん <br>[sound:k-1225_首都圏.mp3]
[sound:k-1225_首都圏.mp3]	the capital city<br> <b>often Tokyo) area (typically within 50 km of city's centre) (center) (首都圏</b> <br> (しゅとけん)
(<b>処分</b>) 古い家具を処分する必要があります。	[sound:s-1225_古い家具を処分する必要があります。.mp3] <br> ふるいかぐをしょぶんするひつようがあります。 <br> We need to dispose of old furniture.
[sound:s-1215_七月には暑い日が続きます。.mp3]	(<b>七月</b>) 七月には暑い日が続きます。<br> しちがつにはあついひがつづきます。 <br>Hot days continue in July.	
都道府県	[sound:k-1226_都道府県.mp3]<br>とどうふけん <br> administrative divisions of Japan: Tokyo-to, Hokkai-do, Osaka-fu, Kyoto-fu and remaining prefectures
administrative divisions of Japan: Tokyo-to, Hokkai-do, Osaka-fu, Kyoto-fu and remaining prefectures	<b>都道府県<b> <br> とどうふけん <br>[sound:k-1226_都道府県.mp3]
[sound:k-1226_都道府県.mp3]	administrative divisions of Japan: Tokyo-to, Hokkai-do, Osaka-fu, Kyoto-fu and remaining prefectures<br> <b>都道府県</b> <br> (とどうふけん)
(<b>半分</b>) ピザを半分に切ってください。	[sound:s-1226_ピザを半分に切ってください。.mp3] <br> ピザをはんぶんにきってください。 <br> Please cut the pizza in half.
[sound:s-1216_十一月には紅葉が見られます。.mp3]	(<b>十一月</b>) 十一月には紅葉が見られます。<br> じゅういちがつにはこうようがみられます。 <br>Autumn leaves can be seen in November.	
都心	[sound:k-1227_都心.mp3]<br>としん <br> city centre (center) (esp. capital city), urban centre, heart of city a metropolis
city centre (center) (esp. capital city), urban centre, heart of city a metropolis	<b>都心<b> <br> としん <br>[sound:k-1227_都心.mp3]
