相続税	[sound:k-1409_相続税.mp3]<br>そうぞくぜい <br> inheritance tax, death duty
[sound:s-1488_来年、消費税が増税される予定です。.mp3]	<b>増税</b> <br> 来年、消費税が増税される予定です。<br> らいねん、しょうひぜいがぞうぜいされるよていです <br>Next year, there are plans to increase the consumption tax.
日記	[sound:k-1489_日記.mp3]<br>にっき <br> diary, journal
diary, journal	<b>日記<b> <br> にっき <br>[sound:k-1489_日記.mp3]
[sound:k-1489_日記.mp3]	diary, journal<br> <b>日記</b> <br> (にっき)
<b>増殖</b> <br> この水槽では、魚が増殖しています。	[sound:s-1489_この水槽では、魚が増殖しています。.mp3] <br> このすいそうでは、さかながぞうしょくしています。 <br>Fish are breeding in this aquarium.
[sound:s-1489_この水槽では、魚が増殖しています。.mp3]	<b>増殖</b> <br> この水槽では、魚が増殖しています。<br> このすいそうでは、さかながぞうしょくしています <br>Fish are breeding in this aquarium.
参院	[sound:k-1490_参院.mp3]<br>さんいん <br> House of Councillors
House of Councillors	<b>参院<b> <br> さんいん <br>[sound:k-1490_参院.mp3]
[sound:k-1490_参院.mp3]	House of Councillors<br> <b>参院</b> <br> (さんいん)
<b>急増</b> <br> 最近、感染者が急増しています。	[sound:s-1490_最近、感染者が急増しています。.mp3] <br> さいきん、かんせんしゃがきゅうぞうしています。 <br>"Recently, there has been a rapid increase in infected people."
[sound:s-1490_最近、感染者が急増しています。.mp3]	<b>急増</b> <br> 最近、感染者が急増しています。<br> さいきん、かんせんしゃがきゅうぞうしています <br>Recently, there has been a rapid increase in infected people.
衆院	[sound:k-1491_衆院.mp3]<br>しゅういん <br> lower house of the Diet
lower house of the Diet	<b>衆院<b> <br> しゅういん <br>[sound:k-1491_衆院.mp3]
[sound:k-1491_衆院.mp3]	lower house of the Diet<br> <b>衆院</b> <br> (しゅういん)
<b>増大</b> <br> その企業は急速に利益を増大させています。	[sound:s-1491_その企業は急速に利益を増大させています。.mp3] <br> そのきぎょうはきゅうそくにりえきをぞうだいさせています。 <br>The company is rapidly increasing its profits.
[sound:s-1491_その企業は急速に利益を増大させています。.mp3]	<b>増大</b> <br> その企業は急速に利益を増大させています。<br> そのきぎょうはきゅうそくにりえきをぞうだいさせています <br>The company is rapidly increasing its profits.
病院	[sound:k-1492_病院.mp3]<br>びょういん <br> hospital
hospital	<b>病院<b> <br> びょういん <br>[sound:k-1492_病院.mp3]
[sound:k-1492_病院.mp3]	hospital<br> <b>病院</b> <br> (びょういん)
<b>増強</b> <br> 国は自衛力を増強しています。	[sound:s-1492_国は自衛力を増強しています。.mp3] <br> くにはじえいりょくをぞうきょうしています。 <br>The country is strengthening its self-defense capabilities.
[sound:s-1492_国は自衛力を増強しています。.mp3]	<b>増強</b> <br> 国は自衛力を増強しています。<br> くにはじえいりょくをぞうきょうしています <br>The country is strengthening its self-defense capabilities.
下院	[sound:k-1493_下院.mp3]<br>かいん <br> lower house, lower (legislative) body
lower house, lower (legislative) body	<b>下院<b> <br> かいん <br>[sound:k-1493_下院.mp3]
[sound:k-1493_下院.mp3]	lower house, lower<br> <b>legislative) body (下院</b> <br> (かいん)
<b>増し</b> <br> 彼の指導はチームの士気を増しました。	[sound:s-1493_彼の指導はチームの士気を増しました。.mp3] <br> かれのしどうはちーむのしきをましました。 <br>His leadership boosted the team's morale.
[sound:s-1493_彼の指導はチームの士気を増しました。.mp3]	<b>増し</b> <br> 彼の指導はチームの士気を増しました。<br> かれのしどうはちーむのしきをましました <br>His leadership boosted the team's morale.
上院	[sound:k-1494_上院.mp3]<br>じょういん <br> Upper House, Senate, Lords
Upper House, Senate, Lords	<b>上院<b> <br> じょういん <br>[sound:k-1494_上院.mp3]
[sound:k-1494_上院.mp3]	Upper House, Senate, Lords<br> <b>上院</b> <br> (じょういん)
<b>増収</b> <br> 今年は売上が増収しています。	[sound:s-1494_今年は売上が増収しています。.mp3] <br> ことしはうりあげがぞうしゅうしています。 <br>Sales have increased this year.
[sound:s-1494_今年は売上が増収しています。.mp3]	<b>増収</b> <br> 今年は売上が増収しています。<br> ことしはうりあげがぞうしゅうしています <br>Sales have increased this year.
学院	[sound:k-1495_学院.mp3]<br>がくいん <br> institute, academy
institute, academy	<b>学院<b> <br> がくいん <br>[sound:k-1495_学院.mp3]
[sound:k-1495_学院.mp3]	institute, academy<br> <b>学院</b> <br> (がくいん)
<b>増益</b> <br> この会社は毎年増益しています。	[sound:s-1495_この会社は毎年増益しています。.mp3] <br> このかいしゃはまいとしぞうえきしています。 <br>This company has been increasing its profits every year.
[sound:s-1495_この会社は毎年増益しています。.mp3]	<b>増益</b> <br> この会社は毎年増益しています。<br> このかいしゃはまいとしぞうえきしています <br>This company has been increasing its profits every year.
大学院	[sound:k-1496_大学院.mp3]<br>だいがくいん <br> graduate school
graduate school	<b>大学院<b> <br> だいがくいん <br>[sound:k-1496_大学院.mp3]
[sound:k-1496_大学院.mp3]	graduate school<br> <b>大学院</b> <br> (だいがくいん)
<b>増額</b> <br> 予算が増額されたので、新しいプロジェクトが開始されます。	[sound:s-1496_予算が増額されたので、新しいプロジェクトが開始されます。.mp3] <br> よさんがぞうがくされたので、あたらしいぷろじぇくとがかいしされます。 <br>"Since the budget has been increased, a new project will be started."
[sound:s-1496_予算が増額されたので、新しいプロジェクトが開始されます。.mp3]	<b>増額</b> <br> 予算が増額されたので、新しいプロジェクトが開始されます。<br> よさんがぞうがくされたので、あたらしいぷろじぇくとがかいしされます <br>Since the budget has been increased, a new project will be started.
入院	[sound:k-1497_入院.mp3]<br>にゅういん <br> hospitalization, hospitalisation
hospitalization, hospitalisation	<b>入院<b> <br> にゅういん <br>[sound:k-1497_入院.mp3]
[sound:k-1497_入院.mp3]	hospitalization, hospitalisation<br> <b>入院</b> <br> (にゅういん)
<b>係</b> <br> この部署の係長はとても責任感が強いです。	[sound:s-1497_この部署の係長はとても責任感が強いです。.mp3] <br> このぶしょのかかりちょうはとてもせきにんかんがつよいです。 <br>The head of this department has a strong sense of responsibility.
[sound:s-1497_この部署の係長はとても責任感が強いです。.mp3]	<b>係</b> <br> この部署の係長はとても責任感が強いです。<br> このぶしょのかかりちょうはとてもせきにんかんがつよいです <br>The head of this department has a strong sense of responsibility.
両院	[sound:k-1498_両院.mp3]<br>りょういん <br> both Houses of Parliament
both Houses of Parliament	<b>両院<b> <br> りょういん <br>[sound:k-1498_両院.mp3]
[sound:k-1498_両院.mp3]	both Houses of Parliament<br> <b>両院</b> <br> (りょういん)
<b>関係</b> <br> 私たちの関係は長い間続いています。	[sound:s-1498_私たちの関係は長い間続いています。.mp3] <br> わたしたちのかんけいはながいあいだつづいています。 <br>Our relationship has been going on for a long time.
[sound:s-1498_私たちの関係は長い間続いています。.mp3]	<b>関係</b> <br> 私たちの関係は長い間続いています。<br> わたしたちのかんけいはながいあいだつづいています <br>Our relationship has been going on for a long time.
院長	[sound:k-1499_院長.mp3]<br>いんちょう <br> director
director	<b>院長<b> <br> いんちょう <br>[sound:k-1499_院長.mp3]
[sound:k-1499_院長.mp3]	director<br> <b>院長</b> <br> (いんちょう)
<b>関係者</b> <br> このプロジェクトには関係者全員が参加しています。	[sound:s-1499_このプロジェクトには関係者全員が参加しています。.mp3] <br> このぷろじぇくとにはかんけいしゃぜんいんがさんかしています。 <br>All relevant personnel are participating in this project.
[sound:s-1499_このプロジェクトには関係者全員が参加しています。.mp3]	<b>関係者</b> <br> このプロジェクトには関係者全員が参加しています。<br> このぷろじぇくとにはかんけいしゃぜんいんがさんかしています <br>All relevant personnel are participating in this project.
女	[sound:k-1500_女.mp3]<br>おんな <br> woman
woman	<b>女<b> <br> おんな <br>[sound:k-1500_女.mp3]
[sound:k-1500_女.mp3]	woman<br> <b>女</b> <br> (おんな)
<b>人間関係</b> <br> 職場で良好な人間関係を築くことは重要です。	[sound:s-1500_職場で良好な人間関係を築くことは重要です。.mp3] <br> しょくばでりょうこうなにんげんかんけいをきずくことはじゅうようです。 <br>Building good interpersonal relationships in the workplace is important.
[sound:s-1500_職場で良好な人間関係を築くことは重要です。.mp3]	<b>人間関係</b> <br> 職場で良好な人間関係を築くことは重要です。<br> しょくばでりょうこうなにんげんかんけいをきずくことはじゅうようです <br>Building good interpersonal relationships in the workplace is important.
女子	[sound:k-1501_女子.mp3]<br>じょし, おなご <br> woman, girl
woman, girl	<b>女子<b> <br> じょし, おなご <br>[sound:k-1501_女子.mp3]
[sound:k-1501_女子.mp3]	woman, girl<br> <b>女子</b> <br> (じょし, おなご)
<b>係長</b> <br> この部署の係長はリーダーシップがあります。	[sound:s-1501_この部署の係長はリーダーシップがあります。.mp3] <br> このぶしょのかかりちょうはりーだーしっぷがあります。 <br>The head of this department has leadership skills.
[sound:s-1501_この部署の係長はリーダーシップがあります。.mp3]	<b>係長</b> <br> この部署の係長はリーダーシップがあります。<br> このぶしょのかかりちょうはりーだーしっぷがあります <br>The head of this department has leadership skills.
女性	[sound:k-1502_女性.mp3]<br>じょせい <br> woman, female; feminine gender
woman, female; feminine gender	<b>女性<b> <br> じょせい <br>[sound:k-1502_女性.mp3]
[sound:k-1502_女性.mp3]	woman, female; feminine gender<br> <b>女性</b> <br> (じょせい)
<b>無関係</b> <br> 私はその問題とは無関係です。	[sound:s-1502_私はその問題とは無関係です。.mp3] <br> わたしはそのもんだいとはむかんけいです。 <br>I have nothing to do with that issue.
[sound:s-1502_私はその問題とは無関係です。.mp3]	<b>無関係</b> <br> 私はその問題とは無関係です。<br> わたしはそのもんだいとはむかんけいです <br>I have nothing to do with that issue.
男女	[sound:k-1503_男女.mp3]<br>だんじょ <br> man and woman, men and women
man and woman, men and women	<b>男女<b> <br> だんじょ <br>[sound:k-1503_男女.mp3]
[sound:k-1503_男女.mp3]	man and woman, men and women<br> <b>男女</b> <br> (だんじょ)
<b>係官</b> <br> この事務所の係官に連絡してください。	[sound:s-1503_この事務所の係官に連絡してください。.mp3] <br> このじむしょのかかりかんにれんらくしてください。 <br>Please contact the official in charge of this office.
[sound:s-1503_この事務所の係官に連絡してください。.mp3]	<b>係官</b> <br> この事務所の係官に連絡してください。<br> このじむしょのかかりかんにれんらくしてください <br>Please contact the official in charge of this office.
彼女	[sound:k-1504_彼女.mp3]<br>かのじょ <br> she, her; girl friend, girlfriend, sweetheart
she, her; girl friend, girlfriend, sweetheart	<b>彼女<b> <br> かのじょ <br>[sound:k-1504_彼女.mp3]
[sound:k-1504_彼女.mp3]	she, her; girl friend, girlfriend, sweetheart<br> <b>彼女</b> <br> (かのじょ)
<b>係員</b> <br> このプロジェクトには多くの係員が関わっています。	[sound:s-1504_このプロジェクトには多くの係員が関わっています。.mp3] <br> このぷろじぇくとにはおおくのかかりいんがかかわっています。 <br>Many staff members are involved in this project.
[sound:s-1504_このプロジェクトには多くの係員が関わっています。.mp3]	<b>係員</b> <br> このプロジェクトには多くの係員が関わっています。<br> このぷろじぇくとにはおおくのかかりいんがかかわっています <br>Many staff members are involved in this project.
女優	[sound:k-1505_女優.mp3]<br>じょゆう <br> actress
actress	<b>女優<b> <br> じょゆう <br>[sound:k-1505_女優.mp3]
[sound:k-1505_女優.mp3]	actress<br> <b>女優</b> <br> (じょゆう)
<b>係争</b> <br> この訴訟は長期間にわたる係争となりました。	[sound:s-1505_この訴訟は長期間にわたる係争となりました。.mp3] <br> このそしょうはちょうきかんにわたるかかりそうとなりました。 <br>This lawsuit has turned into a long-standing dispute.
[sound:s-1505_この訴訟は長期間にわたる係争となりました。.mp3]	<b>係争</b> <br> この訴訟は長期間にわたる係争となりました。<br> このそしょうはちょうきかんにわたるかかりそうとなりました <br>This lawsuit has turned into a long-standing dispute.
長女	[sound:k-1506_長女.mp3]<br>ちょうじょ <br> eldest daughter
eldest daughter	<b>長女<b> <br> ちょうじょ <br>[sound:k-1506_長女.mp3]
[sound:k-1506_長女.mp3]	eldest daughter<br> <b>長女</b> <br> (ちょうじょ)
<b>連係プレー</b> <br> チームメンバー間の連係プレーが素晴らしかった。	[sound:s-1506_チームメンバー間の連係プレーが素晴らしかった。.mp3] <br> ちーむめんばーかんのれんけいぷれーがすばらしかった。 <br>The teamwork between the team members was excellent.
[sound:s-1506_チームメンバー間の連係プレーが素晴らしかった。.mp3]	<b>連係プレー</b> <br> チームメンバー間の連係プレーが素晴らしかった。<br> ちーむめんばーかんのれんけいぷれーがすばらしかった <br>The teamwork between the team members was excellent.
少女	[sound:k-1507_少女.mp3]<br>しょうじょ, おとめ <br> young lady, little girl, virgin, maiden, daughter
young lady, little girl, virgin, maiden, daughter	<b>少女<b> <br> しょうじょ, おとめ <br>[sound:k-1507_少女.mp3]
[sound:k-1507_少女.mp3]	young lady, little girl, virgin, maiden, daughter<br> <b>少女</b> <br> (しょうじょ, おとめ)
<b>感じ</b> <br> 彼女の言葉から彼の気持ちを感じ取れる。	[sound:s-1507_彼女の言葉から彼の気持ちを感じ取れる。.mp3] <br> かのじょのことばからかれのきもちをかんじとれる。 <br>You can sense his feelings from her words.
[sound:s-1507_彼女の言葉から彼の気持ちを感じ取れる。.mp3]	<b>感じ</b> <br> 彼女の言葉から彼の気持ちを感じ取れる。<br> かのじょのことばからかれのきもちをかんじとれる <br>You can sense his feelings from her words.
女子大	[sound:k-1508_女子大.mp3]<br>じょしだい <br> women's college, women's university
women's college, women's university	<b>女子大<b> <br> じょしだい <br>[sound:k-1508_女子大.mp3]
[sound:k-1508_女子大.mp3]	women's college, women's university<br> <b>女子大</b> <br> (じょしだい)
<b>感覚</b> <br> 暗闇での感覚は鋭敏になる。	[sound:s-1508_暗闇での感覚は鋭敏になる。.mp3] <br> くらやみでのかんかくはえいびんになる。 <br>Your senses become more acute in the darkness.
[sound:s-1508_暗闇での感覚は鋭敏になる。.mp3]	<b>感覚</b> <br> 暗闇での感覚は鋭敏になる。<br> くらやみでのかんかくはえいびんになる <br>Your senses become more acute in the darkness.
女の子	[sound:k-1509_女の子.mp3]<br>おんなのこ, おんなのコ, おんにゃのこ <br> girl
girl	<b>女の子<b> <br> おんなのこ, おんなのコ, おんにゃのこ <br>[sound:k-1509_女の子.mp3]
[sound:k-1509_女の子.mp3]	girl<br> <b>女の子</b> <br> (おんなのこ, おんなのコ, おんにゃのこ)
<b>感染</b> <br> 新型ウイルスの感染が拡大しています。	[sound:s-1509_新型ウイルスの感染が拡大しています。.mp3] <br> しんがたういるすのかんせんがかくだいしています。 <br>The spread of the new virus infection is expanding.
[sound:s-1509_新型ウイルスの感染が拡大しています。.mp3]	<b>感染</b> <br> 新型ウイルスの感染が拡大しています。<br> しんがたういるすのかんせんがかくだいしています <br>The spread of the new virus infection is expanding.
初	[sound:k-1510_初.mp3]<br>はつ <br> first, new
first, new	<b>初<b> <br> はつ <br>[sound:k-1510_初.mp3]
[sound:k-1510_初.mp3]	first, new<br> <b>初</b> <br> (はつ)
<b>感じる</b> <br> 彼の言葉には深い愛情が感じられる。	[sound:s-1510_彼の言葉には深い愛情が感じられる。.mp3] <br> かれのことばにはふかいあいじょうがかんじられる。 <br>You can feel deep affection in his words.
[sound:s-1510_彼の言葉には深い愛情が感じられる。.mp3]	<b>感じる</b> <br> 彼の言葉には深い愛情が感じられる。<br> かれのことばにはふかいあいじょうがかんじられる <br>You can feel deep affection in his words.
最初	[sound:k-1511_最初.mp3]<br>さいしょ <br> beginning, outset, first, onset
beginning, outset, first, onset	<b>最初<b> <br> さいしょ <br>[sound:k-1511_最初.mp3]
[sound:k-1511_最初.mp3]	beginning, outset, first, onset<br> <b>最初</b> <br> (さいしょ)
<b>感情</b> <br> 彼女の顔には複雑な感情が浮かんでいる。	[sound:s-1511_彼女の顔には複雑な感情が浮かんでいる。.mp3] <br> かのじょのかおにはふくざつなかんじょうがうかんでいる。 <br>Complex emotions are evident on her face.
[sound:s-1511_彼女の顔には複雑な感情が浮かんでいる。.mp3]	<b>感情</b> <br> 彼女の顔には複雑な感情が浮かんでいる。<br> かのじょのかおにはふくざつなかんじょうがうかんでいる <br>Complex emotions are evident on her face.
当初	[sound:k-1512_当初.mp3]<br>とうしょ <br> at first
at first	<b>当初<b> <br> とうしょ <br>[sound:k-1512_当初.mp3]
[sound:k-1512_当初.mp3]	at first<br> <b>当初</b> <br> (とうしょ)
<b>感想</b> <br> 映画を見た後、彼は感想を述べた。	[sound:s-1512_映画を見た後、彼は感想を述べた。.mp3] <br> えいがをみたあと、かれはかんそうをのべた。 <br>"After watching the movie, he gave his impressions."
[sound:s-1512_映画を見た後、彼は感想を述べた。.mp3]	<b>感想</b> <br> 映画を見た後、彼は感想を述べた。<br> えいがをみたあと、かれはかんそうをのべた <br>After watching the movie, he gave his impressions.
初日	[sound:k-1513_初日.mp3]<br>しょにち <br> first or opening day
first or opening day	<b>初日<b> <br> しょにち <br>[sound:k-1513_初日.mp3]
[sound:k-1513_初日.mp3]	first or opening day<br> <b>初日</b> <br> (しょにち)
<b>感動</b> <br> 彼の演技に多くの観客が感動した。	[sound:s-1513_彼の演技に多くの観客が感動した。.mp3] <br> かれのえんぎにおおくのかんきゃくがかんどうした。 <br>Many spectators were moved by his performance.
[sound:s-1513_彼の演技に多くの観客が感動した。.mp3]	<b>感動</b> <br> 彼の演技に多くの観客が感動した。<br> かれのえんぎにおおくのかんきゃくがかんどうした <br>Many spectators were moved by his performance.
初期	[sound:k-1514_初期.mp3]<br>しょき <br> early (days), initial stage; initial
early (days), initial stage; initial	<b>初期<b> <br> しょき <br>[sound:k-1514_初期.mp3]
[sound:k-1514_初期.mp3]	early<br> <b>days), initial stage; initial (初期</b> <br> (しょき)
<b>感謝</b> <br> 彼女は友人に対して感謝の気持ちを伝えた。	[sound:s-1514_彼女は友人に対して感謝の気持ちを伝えた。.mp3] <br> かのじょはゆうじんにたいしてかんしゃのきもちをつたえた。 <br>She expressed her gratitude to her friend.
[sound:s-1514_彼女は友人に対して感謝の気持ちを伝えた。.mp3]	<b>感謝</b> <br> 彼女は友人に対して感謝の気持ちを伝えた。<br> かのじょはゆうじんにたいしてかんしゃのきもちをつたえた <br>She expressed her gratitude to her friend.
初代	[sound:k-1515_初代.mp3]<br>しょだい <br> first generation, founder
first generation, founder	<b>初代<b> <br> しょだい <br>[sound:k-1515_初代.mp3]
[sound:k-1515_初代.mp3]	first generation, founder<br> <b>初代</b> <br> (しょだい)
<b>感性</b> <br> 彼は芸術家として独特の感性を持っている。	[sound:s-1515_彼は芸術家として独特の感性を持っている。.mp3] <br> かれはげいじゅつかとしてどくとくのかんせいをもっている。 <br>He has a unique sensibility as an artist.
[sound:s-1515_彼は芸術家として独特の感性を持っている。.mp3]	<b>感性</b> <br> 彼は芸術家として独特の感性を持っている。<br> かれはげいじゅつかとしてどくとくのかんせいをもっている <br>He has a unique sensibility as an artist.
初戦	[sound:k-1516_初戦.mp3]<br>しょせん <br> first match (in a series)
first match (in a series)	<b>初戦<b> <br> しょせん <br>[sound:k-1516_初戦.mp3]
[sound:k-1516_初戦.mp3]	first match<br> <b>in a series) (初戦</b> <br> (しょせん)
<b>実感</b> <br> 長い間の努力の結果、ようやく実感が湧いてきた。	[sound:s-1516_長い間の努力の結果、ようやく実感が湧いてきた。.mp3] <br> ながいかんのどりょくのけっか、ようやくじっかんがわいてきた。 <br>"After long efforts, I finally feel a sense of accomplishment."
[sound:s-1516_長い間の努力の結果、ようやく実感が湧いてきた。.mp3]	<b>実感</b> <br> 長い間の努力の結果、ようやく実感が湧いてきた。<br> ながいかんのどりょくのけっか、ようやくじっかんがわいてきた <br>After long efforts, I finally feel a sense of accomplishment.
初演	[sound:k-1517_初演.mp3]<br>しょえん <br> first performance
first performance	<b>初演<b> <br> しょえん <br>[sound:k-1517_初演.mp3]
[sound:k-1517_初演.mp3]	first performance<br> <b>初演</b> <br> (しょえん)
<b>特に</b> <br> 彼は特にその問題に興味がある。	[sound:s-1517_彼は特にその問題に興味がある。.mp3] <br> かれはとくにそのもんだいにきょうみがある。 <br>He is particularly interested in that issue.
[sound:s-1517_彼は特にその問題に興味がある。.mp3]	<b>特に</b> <br> 彼は特にその問題に興味がある。<br> かれはとくにそのもんだいにきょうみがある <br>He is particularly interested in that issue.
初旬	[sound:k-1518_初旬.mp3]<br>しょじゅん <br> first 10 days of the month
first 10 days of the month	<b>初旬<b> <br> しょじゅん <br>[sound:k-1518_初旬.mp3]
[sound:k-1518_初旬.mp3]	first 10 days of the month<br> <b>初旬</b> <br> (しょじゅん)
<b>特別</b> <br> 彼女は特別な能力を持っています。	[sound:s-1518_彼女は特別な能力を持っています。.mp3] <br> かのじょはとくべつなのうりょくをもっています。 <br>She has special abilities.
[sound:s-1518_彼女は特別な能力を持っています。.mp3]	<b>特別</b> <br> 彼女は特別な能力を持っています。<br> かのじょはとくべつなのうりょくをもっています <br>She has special abilities.
初場所	[sound:k-1519_初場所.mp3]<br>はつばしょ <br> New Year's (January) sumo tournament, held in Tokyo
New Year's (January) sumo tournament, held in Tokyo	<b>初場所<b> <br> はつばしょ <br>[sound:k-1519_初場所.mp3]
[sound:k-1519_初場所.mp3]	New Year's<br> <b>January) sumo tournament, held in Tokyo (初場所</b> <br> (はつばしょ)
<b>特徴</b> <br> この機械の特徴を説明してください。	[sound:s-1519_この機械の特徴を説明してください。.mp3] <br> このきかいのとくちょうをせつめいしてください。 <br>Please explain the features of this machine.
[sound:s-1519_この機械の特徴を説明してください。.mp3]	<b>特徴</b> <br> この機械の特徴を説明してください。<br> このきかいのとくちょうをせつめいしてください <br>Please explain the features of this machine.
北	[sound:k-1520_北.mp3]<br>きた <br> north
north	<b>北<b> <br> きた <br>[sound:k-1520_北.mp3]
[sound:k-1520_北.mp3]	north<br> <b>北</b> <br> (きた)
<b>特定</b> <br> 犯人の特定には時間がかかるかもしれません。	[sound:s-1520_犯人の特定には時間がかかるかもしれません。.mp3] <br> はんにんのとくていにはじかんがかかるかもしれません。 <br>It may take time to identify the culprit.
[sound:s-1520_犯人の特定には時間がかかるかもしれません。.mp3]	<b>特定</b> <br> 犯人の特定には時間がかかるかもしれません。<br> はんにんのとくていにはじかんがかかるかもしれません <br>It may take time to identify the culprit.
北海道	[sound:k-1521_北海道.mp3]<br>ほっかいどう <br> Hokkaido (northernmost of the four main islands of Japan)
Hokkaido (northernmost of the four main islands of Japan)	<b>北海道<b> <br> ほっかいどう <br>[sound:k-1521_北海道.mp3]
[sound:k-1521_北海道.mp3]	Hokkaido<br> <b>northernmost of the four main islands of Japan) (北海道</b> <br> (ほっかいどう)
<b>特捜</b> <br> 特捜班が事件の捜査を行っている。	[sound:s-1521_特捜班が事件の捜査を行っている。.mp3] <br> とくそうはんがじけんのそうさをおこなっている。 <br>The special investigation team is conducting an inquiry into the case.
[sound:s-1521_特捜班が事件の捜査を行っている。.mp3]	<b>特捜</b> <br> 特捜班が事件の捜査を行っている。<br> とくそうはんがじけんのそうさをおこなっている <br>The special investigation team is conducting an inquiry into the case.
北京	[sound:k-1522_北京.mp3]<br>ぺきん <br> Beijing (China), Peking
Beijing (China), Peking	<b>北京<b> <br> ぺきん <br>[sound:k-1522_北京.mp3]
[sound:k-1522_北京.mp3]	Beijing<br> <b>China), Peking (北京</b> <br> (ぺきん)
<b>特殊</b> <br> その装置は特殊な材料で作られています。	[sound:s-1522_その装置は特殊な材料で作られています。.mp3] <br> そのそうちはとくしゅなざいりょうでつくられています。 <br>That device is made with special materials.
[sound:s-1522_その装置は特殊な材料で作られています。.mp3]	<b>特殊</b> <br> その装置は特殊な材料で作られています。<br> そのそうちはとくしゅなざいりょうでつくられています <br>That device is made with special materials.
北朝鮮	[sound:k-1523_北朝鮮.mp3]<br>きたちょうせん <br> North Korea
North Korea	<b>北朝鮮<b> <br> きたちょうせん <br>[sound:k-1523_北朝鮮.mp3]
[sound:k-1523_北朝鮮.mp3]	North Korea<br> <b>北朝鮮</b> <br> (きたちょうせん)
<b>特例</b> <br> この場合、特例が適用されます。	[sound:s-1523_この場合、特例が適用されます。.mp3] <br> このばあい、とくれいがてきようされます。 <br>"In this case, an exception will be made."
[sound:s-1523_この場合、特例が適用されます。.mp3]	<b>特例</b> <br> この場合、特例が適用されます。<br> このばあい、とくれいがてきようされます <br>In this case, an exception will be made.
東北	[sound:k-1524_東北.mp3]<br>とうほく, ひがしきた <br> north-east; Northern most six prefectures of Honshu
north-east; Northern most six prefectures of Honshu	<b>東北<b> <br> とうほく, ひがしきた <br>[sound:k-1524_東北.mp3]
[sound:k-1524_東北.mp3]	north-east; Northern most six prefectures of Honshu<br> <b>東北</b> <br> (とうほく, ひがしきた)
<b>独特</b> <br> その店は独特の雰囲気がある。	[sound:s-1524_その店は独特の雰囲気がある。.mp3] <br> そのみせはどくとくのふんいきがある。 <br>That store has a unique atmosphere.
[sound:s-1524_その店は独特の雰囲気がある。.mp3]	<b>独特</b> <br> その店は独特の雰囲気がある。<br> そのみせはどくとくのふんいきがある <br>That store has a unique atmosphere.
南北	[sound:k-1525_南北.mp3]<br>なんぼく <br> south and north
south and north	<b>南北<b> <br> なんぼく <br>[sound:k-1525_南北.mp3]
[sound:k-1525_南北.mp3]	south and north<br> <b>南北</b> <br> (なんぼく)
<b>特使</b> <br> 彼は特使として外交使節団に参加した。	[sound:s-1525_彼は特使として外交使節団に参加した。.mp3] <br> かれはとくしとしてがいこうしせつだんにさんかした。 <br>He participated in the diplomatic mission as a special envoy.
[sound:s-1525_彼は特使として外交使節団に参加した。.mp3]	<b>特使</b> <br> 彼は特使として外交使節団に参加した。<br> かれはとくしとしてがいこうしせつだんにさんかした <br>He participated in the diplomatic mission as a special envoy.
北方	[sound:k-1526_北方.mp3]<br>ほっぽう <br> northern (district), northward
northern (district), northward	<b>北方<b> <br> ほっぽう <br>[sound:k-1526_北方.mp3]
[sound:k-1526_北方.mp3]	northern<br> <b>district), northward (北方</b> <br> (ほっぽう)
<b>特集</b> <br> 今月の雑誌はペットに特集されています。	[sound:s-1526_今月の雑誌はペットに特集されています。.mp3] <br> こんげつのざっしはぺっとにとくしゅうされています。 <br>This month's magazine features pets.
[sound:s-1526_今月の雑誌はペットに特集されています。.mp3]	<b>特集</b> <br> 今月の雑誌はペットに特集されています。<br> こんげつのざっしはぺっとにとくしゅうされています <br>This month's magazine features pets.
北部	[sound:k-1527_北部.mp3]<br>ほくぶ <br> north, northern part
north, northern part	<b>北部<b> <br> ほくぶ <br>[sound:k-1527_北部.mp3]
[sound:k-1527_北部.mp3]	north, northern part<br> <b>北部</b> <br> (ほくぶ)
<b>情</b> <br> 彼の決断は常に情に基づいている。	[sound:s-1527_彼の決断は常に情に基づいている。.mp3] <br> かれのけつだんはつねにじょうにもとづいている。 <br>His decisions are always based on emotions.
[sound:s-1527_彼の決断は常に情に基づいている。.mp3]	<b>情</b> <br> 彼の決断は常に情に基づいている。<br> かれのけつだんはつねにじょうにもとづいている <br>His decisions are always based on emotions.
北東	[sound:k-1528_北東.mp3]<br>ほくとう, きたひがし <br> northeast
northeast	<b>北東<b> <br> ほくとう, きたひがし <br>[sound:k-1528_北東.mp3]
[sound:k-1528_北東.mp3]	northeast<br> <b>北東</b> <br> (ほくとう, きたひがし)
<b>事情</b> <br> 彼の家庭の事情を理解してください。	[sound:s-1528_彼の家庭の事情を理解してください。.mp3] <br> かれのかていのじじょうをりかいしてください。 <br>Please understand the circumstances of his family.
[sound:s-1528_彼の家庭の事情を理解してください。.mp3]	<b>事情</b> <br> 彼の家庭の事情を理解してください。<br> かれのかていのじじょうをりかいしてください <br>Please understand the circumstances of his family.
敗北	[sound:k-1529_敗北.mp3]<br>はいぼく <br> defeat; to be defeated
defeat; to be defeated	<b>敗北<b> <br> はいぼく <br>[sound:k-1529_敗北.mp3]
[sound:k-1529_敗北.mp3]	defeat; to be defeated<br> <b>敗北</b> <br> (はいぼく)
