[sound:4c-k-同日.mp3]	<b>同日</b> <br> どうじつ <br> the same day
人生を楽しく生きましょう。 <br><br> (生きる)	<b>じんせいをたのしくいきましょう。</b> <br> Let's live life happily. <br> [sound:4c-s-人生を楽しく生きましょう。.mp3]
Let's live life happily.	<b>人生を楽しく生きましょう。</b> <br> じんせいをたのしくいきましょう。 <br><br> (生きる) <br> [sound:4c-s-人生を楽しく生きましょう。.mp3]
[sound:4c-k-学生.mp3]	<b>学生</b> <br> がくせい <br> student (esp. a university student)
学生	<b>がくせい</b> <br> student (esp. a university student) <br> [sound:4c-k-学生.mp3]
student (esp. a university student)	<b>学生</b> <br> がくせい <br> [sound:4c-k-学生.mp3]
[sound:4c-s-学生たちは図書館で勉強しています。.mp3]	<b>学生たちは図書館で勉強しています。</b> <br> がくせいたちはとしょかんでべんきょうしています。 <br><br> (学生) <br> Students are studying in the library.
学生たちは図書館で勉強しています。 <br><br> (学生)	<b>がくせいたちはとしょかんでべんきょうしています。</b> <br> Students are studying in the library. <br> [sound:4c-s-学生たちは図書館で勉強しています。.mp3]
Students are studying in the library.	<b>学生たちは図書館で勉強しています。</b> <br> がくせいたちはとしょかんでべんきょうしています。 <br><br> (学生) <br> [sound:4c-s-学生たちは図書館で勉強しています。.mp3]
[sound:4c-k-生活.mp3]	<b>生活</b> <br> せいかつ <br> living, life (one's daily existence), livelihood
生活	<b>せいかつ</b> <br> living, life (one's daily existence), livelihood <br> [sound:4c-k-生活.mp3]
living, life (one's daily existence), livelihood	<b>生活</b> <br> せいかつ <br> [sound:4c-k-生活.mp3]
[sound:4c-s-健康的な生活を送りたいです。.mp3]	<b>健康的な生活を送りたいです。</b> <br> けんこうてきなせいかつをおくりたいです。 <br><br> (生活) <br> I want to lead a healthy life.
健康的な生活を送りたいです。 <br><br> (生活)	<b>けんこうてきなせいかつをおくりたいです。</b> <br> I want to lead a healthy life. <br> [sound:4c-s-健康的な生活を送りたいです。.mp3]
I want to lead a healthy life.	<b>健康的な生活を送りたいです。</b> <br> けんこうてきなせいかつをおくりたいです。 <br><br> (生活) <br> [sound:4c-s-健康的な生活を送りたいです。.mp3]
[sound:4c-k-生産.mp3]	<b>生産</b> <br> せいさん <br> production, manufacture
生産	<b>せいさん</b> <br> production, manufacture <br> [sound:4c-k-生産.mp3]
production, manufacture	<b>生産</b> <br> せいさん <br> [sound:4c-k-生産.mp3]
[sound:4c-s-工場で新しい製品を生産しています。.mp3]	<b>工場で新しい製品を生産しています。</b> <br> こうじょうであたらしいせいひんをせいさんしています。 <br><br> (生産) <br> The factory is producing new products.
工場で新しい製品を生産しています。 <br><br> (生産)	<b>こうじょうであたらしいせいひんをせいさんしています。</b> <br> The factory is producing new products. <br> [sound:4c-s-工場で新しい製品を生産しています。.mp3]
The factory is producing new products.	<b>工場で新しい製品を生産しています。</b> <br> こうじょうであたらしいせいひんをせいさんしています。 <br><br> (生産) <br> [sound:4c-s-工場で新しい製品を生産しています。.mp3]
[sound:4c-k-連.mp3]	<b>連</b> <br> れん <br> (taxonomical) tribe; quinella (quiniela); party, company, group; two reams (i.e. 1000 sheets of paper)
連	<b>れん</b> <br> (taxonomical) tribe; quinella (quiniela); party, company, group; two reams (i.e. 1000 sheets of paper) <br> [sound:4c-k-連.mp3]
(taxonomical) tribe; quinella (quiniela); party, company, group; two reams (i.e. 1000 sheets of paper)	<b>連</b> <br> れん <br> [sound:4c-k-連.mp3]
[sound:4c-s-連絡をください。.mp3]	<b>連絡をください。</b> <br> れんらくをください。 <br><br> (連) <br> Please contact me.
連絡をください。 <br><br> (連)	<b>れんらくをください。</b> <br> Please contact me. <br> [sound:4c-s-連絡をください。.mp3]
Please contact me.	<b>連絡をください。</b> <br> れんらくをください。 <br><br> (連) <br> [sound:4c-s-連絡をください。.mp3]
[sound:4c-k-関連.mp3]	<b>関連</b> <br> かんれん <br> relation, connection, relevance
関連	<b>かんれん</b> <br> relation, connection, relevance <br> [sound:4c-k-関連.mp3]
relation, connection, relevance	<b>関連</b> <br> かんれん <br> [sound:4c-k-関連.mp3]
[sound:4c-s-この話は環境問題に関連しています。.mp3]	<b>この話は環境問題に関連しています。</b> <br> このはなしはかんきょうもんだいにかんれんしています。 <br><br> (関連) <br> This story is related to environmental issues.
この話は環境問題に関連しています。 <br><br> (関連)	<b>このはなしはかんきょうもんだいにかんれんしています。</b> <br> This story is related to environmental issues. <br> [sound:4c-s-この話は環境問題に関連しています。.mp3]
This story is related to environmental issues.	<b>この話は環境問題に関連しています。</b> <br> このはなしはかんきょうもんだいにかんれんしています。 <br><br> (関連) <br> [sound:4c-s-この話は環境問題に関連しています。.mp3]
[sound:4c-k-国連.mp3]	<b>国連</b> <br> こくれん <br> UN, United Nations
国連	<b>こくれん</b> <br> UN, United Nations <br> [sound:4c-k-国連.mp3]
UN, United Nations	<b>国連</b> <br> こくれん <br> [sound:4c-k-国連.mp3]
[sound:4c-s-国連は国際問題を解決するために活動しています。.mp3]	<b>国連は国際問題を解決するために活動しています。</b> <br> こくれんはこくさいもんだいをかいけつするためにかつどうしています。 <br><br> (国連) <br> The UN is working to resolve international issues.
国連は国際問題を解決するために活動しています。 <br><br> (国連)	<b>こくれんはこくさいもんだいをかいけつするためにかつどうしています。</b> <br> The UN is working to resolve international issues. <br> [sound:4c-s-国連は国際問題を解決するために活動しています。.mp3]
The UN is working to resolve international issues.	<b>国連は国際問題を解決するために活動しています。</b> <br> こくれんはこくさいもんだいをかいけつするためにかつどうしています。 <br><br> (国連) <br> [sound:4c-s-国連は国際問題を解決するために活動しています。.mp3]
[sound:4c-k-連合.mp3]	<b>連合</b> <br> れんごう <br> union, alliance, combination
連合	<b>れんごう</b> <br> union, alliance, combination <br> [sound:4c-k-連合.mp3]
union, alliance, combination	<b>連合</b> <br> れんごう <br> [sound:4c-k-連合.mp3]
[sound:4c-s-連合軍が作戦を開始しました。.mp3]	<b>連合軍が作戦を開始しました。</b> <br> れんごうぐんがさくせんをかいししました。 <br><br> (連合) <br> The allied forces began their operation.
連合軍が作戦を開始しました。 <br><br> (連合)	<b>れんごうぐんがさくせんをかいししました。</b> <br> The allied forces began their operation. <br> [sound:4c-s-連合軍が作戦を開始しました。.mp3]
The allied forces began their operation.	<b>連合軍が作戦を開始しました。</b> <br> れんごうぐんがさくせんをかいししました。 <br><br> (連合) <br> [sound:4c-s-連合軍が作戦を開始しました。.mp3]
[sound:4c-k-五.mp3]	<b>五</b> <br> ご, いつ, い <br> five
五	<b>ご, いつ, い</b> <br> five <br> [sound:4c-k-五.mp3]
five	<b>五</b> <br> ご, いつ, い <br> [sound:4c-k-五.mp3]
[sound:4c-s-五つの質問があります。.mp3]	<b>五つの質問があります。</b> <br> いつつのしつもんがあります。 <br><br> (五) <br> There are five questions.
五つの質問があります。 <br><br> (五)	<b>いつつのしつもんがあります。</b> <br> There are five questions. <br> [sound:4c-s-五つの質問があります。.mp3]
There are five questions.	<b>五つの質問があります。</b> <br> いつつのしつもんがあります。 <br><br> (五) <br> [sound:4c-s-五つの質問があります。.mp3]
[sound:4c-k-五月.mp3]	<b>五月</b> <br> ごがつ <br> May
五月	<b>ごがつ</b> <br> May <br> [sound:4c-k-五月.mp3]
May	<b>五月</b> <br> ごがつ <br> [sound:4c-k-五月.mp3]
[sound:4c-s-五月は気持ちの良い季節です。.mp3]	<b>五月は気持ちの良い季節です。</b> <br> ごがつはきもちのよいきせつです。 <br><br> (五月) <br> May is a pleasant season.
五月は気持ちの良い季節です。 <br><br> (五月)	<b>ごがつはきもちのよいきせつです。</b> <br> May is a pleasant season. <br> [sound:4c-s-五月は気持ちの良い季節です。.mp3]
May is a pleasant season.	<b>五月は気持ちの良い季節です。</b> <br> ごがつはきもちのよいきせつです。 <br><br> (五月) <br> [sound:4c-s-五月は気持ちの良い季節です。.mp3]
[sound:4c-k-十五.mp3]	<b>十五</b> <br> じゅうご <br> 15, fifteen
十五	<b>じゅうご</b> <br> 15, fifteen <br> [sound:4c-k-十五.mp3]
15, fifteen	<b>十五</b> <br> じゅうご <br> [sound:4c-k-十五.mp3]
[sound:4c-s-十五分後に会議が始まります。.mp3]	<b>十五分後に会議が始まります。</b> <br> じゅうごふんごにかいぎがはじまります。 <br><br> (十五) <br> The meeting starts in fifteen minutes.
十五分後に会議が始まります。 <br><br> (十五)	<b>じゅうごふんごにかいぎがはじまります。</b> <br> The meeting starts in fifteen minutes. <br> [sound:4c-s-十五分後に会議が始まります。.mp3]
The meeting starts in fifteen minutes.	<b>十五分後に会議が始まります。</b> <br> じゅうごふんごにかいぎがはじまります。 <br><br> (十五) <br> [sound:4c-s-十五分後に会議が始まります。.mp3]
[sound:4c-k-五輪.mp3]	<b>五輪</b> <br> ごりん <br> the Olympics
五輪	<b>ごりん</b> <br> the Olympics <br> [sound:4c-k-五輪.mp3]
the Olympics	<b>五輪</b> <br> ごりん <br> [sound:4c-k-五輪.mp3]
[sound:4c-s-五輪大会が開催されます。.mp3]	<b>五輪大会が開催されます。</b> <br> ごりんたいかいがかいさいされます。 <br><br> (五輪) <br> The Olympic Games will be held.
五輪大会が開催されます。 <br><br> (五輪)	<b>ごりんたいかいがかいさいされます。</b> <br> The Olympic Games will be held. <br> [sound:4c-s-五輪大会が開催されます。.mp3]
The Olympic Games will be held.	<b>五輪大会が開催されます。</b> <br> ごりんたいかいがかいさいされます。 <br><br> (五輪) <br> [sound:4c-s-五輪大会が開催されます。.mp3]
[sound:4c-k-発.mp3]	<b>発</b> <br> はつ <br> departure, departing (from ...), departing (at time ...); beginning; issued by (e.g. document); counter for gunshots, counter for blows (punches)
発	<b>はつ</b> <br> departure, departing (from ...), departing (at time ...); beginning; issued by (e.g. document); counter for gunshots, counter for blows (punches) <br> [sound:4c-k-発.mp3]
departure, departing (from ...), departing (at time ...); beginning; issued by (e.g. document); counter for gunshots, counter for blows (punches)	<b>発</b> <br> はつ <br> [sound:4c-k-発.mp3]
[sound:4c-s-新しいアイデアを発表しました。.mp3]	<b>新しいアイデアを発表しました。</b> <br> あたらしいアイデアをはっぴょうしました。 <br><br> (発) <br> I announced a new idea.
新しいアイデアを発表しました。 <br><br> (発)	<b>あたらしいアイデアをはっぴょうしました。</b> <br> I announced a new idea. <br> [sound:4c-s-新しいアイデアを発表しました。.mp3]
I announced a new idea.	<b>新しいアイデアを発表しました。</b> <br> あたらしいアイデアをはっぴょうしました。 <br><br> (発) <br> [sound:4c-s-新しいアイデアを発表しました。.mp3]
[sound:4c-k-開発.mp3]	<b>開発</b> <br> かいはつ <br> development, exploitation
開発	<b>かいはつ</b> <br> development, exploitation <br> [sound:4c-k-開発.mp3]
development, exploitation	<b>開発</b> <br> かいはつ <br> [sound:4c-k-開発.mp3]
[sound:4c-s-この地域で新しい技術が開発されています。.mp3]	<b>この地域で新しい技術が開発されています。</b> <br> このちいきであたらしいぎじゅつがかいはつされています。 <br><br> (開発) <br> New technologies are being developed in this area.
この地域で新しい技術が開発されています。 <br><br> (開発)	<b>このちいきであたらしいぎじゅつがかいはつされています。</b> <br> New technologies are being developed in this area. <br> [sound:4c-s-この地域で新しい技術が開発されています。.mp3]
New technologies are being developed in this area.	<b>この地域で新しい技術が開発されています。</b> <br> このちいきであたらしいぎじゅつがかいはつされています。 <br><br> (開発) <br> [sound:4c-s-この地域で新しい技術が開発されています。.mp3]
[sound:4c-k-発言.mp3]	<b>発言</b> <br> はつげん <br> utterance, speech, proposal
発言	<b>はつげん</b> <br> utterance, speech, proposal <br> [sound:4c-k-発言.mp3]
utterance, speech, proposal	<b>発言</b> <br> はつげん <br> [sound:4c-k-発言.mp3]
[sound:4c-s-会議で重要な発言がありました。.mp3]	<b>会議で重要な発言がありました。</b> <br> かいぎでじゅうようなはつげんがありました。 <br><br> (発言) <br> There was an important statement in the meeting.
会議で重要な発言がありました。 <br><br> (発言)	<b>かいぎでじゅうようなはつげんがありました。</b> <br> There was an important statement in the meeting. <br> [sound:4c-s-会議で重要な発言がありました。.mp3]
There was an important statement in the meeting.	<b>会議で重要な発言がありました。</b> <br> かいぎでじゅうようなはつげんがありました。 <br><br> (発言) <br> [sound:4c-s-会議で重要な発言がありました。.mp3]
[sound:4c-k-発行.mp3]	<b>発行</b> <br> はっこう <br> issue (publications), publishing; raising an event (software)
発行	<b>はっこう</b> <br> issue (publications), publishing; raising an event (software) <br> [sound:4c-k-発行.mp3]
issue (publications), publishing; raising an event (software)	<b>発行</b> <br> はっこう <br> [sound:4c-k-発行.mp3]
[sound:4c-s-この雑誌は毎月発行されます。.mp3]	<b>この雑誌は毎月発行されます。</b> <br> このざっしはまいつきはっこうされます。 <br><br> (発行) <br> This magazine is published every month.
この雑誌は毎月発行されます。 <br><br> (発行)	<b>このざっしはまいつきはっこうされます。</b> <br> This magazine is published every month. <br> [sound:4c-s-この雑誌は毎月発行されます。.mp3]
This magazine is published every month.	<b>この雑誌は毎月発行されます。</b> <br> このざっしはまいつきはっこうされます。 <br><br> (発行) <br> [sound:4c-s-この雑誌は毎月発行されます。.mp3]
[sound:4c-k-間.mp3]	<b>間</b> <br> あいだ <br> space (between), gap, interval, distance; time (between), pause, break; span (temporal or spatial), stretch, period (while); relationship (between, among); members (within, among); due to, because of
間	<b>あいだ</b> <br> space (between), gap, interval, distance; time (between), pause, break; span (temporal or spatial), stretch, period (while); relationship (between, among); members (within, among); due to, because of <br> [sound:4c-k-間.mp3]
space (between), gap, interval, distance; time (between), pause, break; span (temporal or spatial), stretch, period (while); relationship (between, among); members (within, among); due to, because of	<b>間</b> <br> あいだ <br> [sound:4c-k-間.mp3]
[sound:4c-s-二つの駅の間に公園があります。.mp3]	<b>二つの駅の間に公園があります。</b> <br> ふたつのえきのあいだにこうえんがあります。 <br><br> (間) <br> There is a park between the two stations.
二つの駅の間に公園があります。 <br><br> (間)	<b>ふたつのえきのあいだにこうえんがあります。</b> <br> There is a park between the two stations. <br> [sound:4c-s-二つの駅の間に公園があります。.mp3]
There is a park between the two stations.	<b>二つの駅の間に公園があります。</b> <br> ふたつのえきのあいだにこうえんがあります。 <br><br> (間) <br> [sound:4c-s-二つの駅の間に公園があります。.mp3]
[sound:4c-k-間もなく.mp3]	<b>間もなく</b> <br> まもなく <br> soon, before long, in a short time; (after verb) lacking time to ..., without time to ...
間もなく	<b>まもなく</b> <br> soon, before long, in a short time; (after verb) lacking time to ..., without time to ... <br> [sound:4c-k-間もなく.mp3]
soon, before long, in a short time; (after verb) lacking time to ..., without time to ...	<b>間もなく</b> <br> まもなく <br> [sound:4c-k-間もなく.mp3]
[sound:4c-s-間もなく電車が到着します。.mp3]	<b>間もなく電車が到着します。</b> <br> まもなくでんしゃがとうちゃくします。 <br><br> (間もなく) <br> The train will arrive soon.
間もなく電車が到着します。 <br><br> (間もなく)	<b>まもなくでんしゃがとうちゃくします。</b> <br> The train will arrive soon. <br> [sound:4c-s-間もなく電車が到着します。.mp3]
The train will arrive soon.	<b>間もなく電車が到着します。</b> <br> まもなくでんしゃがとうちゃくします。 <br><br> (間もなく) <br> [sound:4c-s-間もなく電車が到着します。.mp3]
[sound:4c-k-期間.mp3]	<b>期間</b> <br> きかん <br> period, term, interval
期間	<b>きかん</b> <br> period, term, interval <br> [sound:4c-k-期間.mp3]
period, term, interval	<b>期間</b> <br> きかん <br> [sound:4c-k-期間.mp3]
[sound:4c-s-試験期間中は忙しいです。.mp3]	<b>試験期間中は忙しいです。</b> <br> しけんきかんちゅうはいそがしいです。 <br><br> (期間) <br> The exam period is busy.
試験期間中は忙しいです。 <br><br> (期間)	<b>しけんきかんちゅうはいそがしいです。</b> <br> The exam period is busy. <br> [sound:4c-s-試験期間中は忙しいです。.mp3]
The exam period is busy.	<b>試験期間中は忙しいです。</b> <br> しけんきかんちゅうはいそがしいです。 <br><br> (期間) <br> [sound:4c-s-試験期間中は忙しいです。.mp3]
[sound:4c-k-時間.mp3]	<b>時間</b> <br> じかん <br> time; hours
時間	<b>じかん</b> <br> time; hours <br> [sound:4c-k-時間.mp3]
time; hours	<b>時間</b> <br> じかん <br> [sound:4c-k-時間.mp3]
[sound:4c-s-自由な時間を楽しんでいます。.mp3]	<b>自由な時間を楽しんでいます。</b> <br> じゆうなじかんをたのしんでいます。 <br><br> (時間) <br> I'm enjoying my free time.
自由な時間を楽しんでいます。 <br><br> (時間)	<b>じゆうなじかんをたのしんでいます。</b> <br> I'm enjoying my free time. <br> [sound:4c-s-自由な時間を楽しんでいます。.mp3]
I'm enjoying my free time.	<b>自由な時間を楽しんでいます。</b> <br> じゆうなじかんをたのしんでいます。 <br><br> (時間) <br> [sound:4c-s-自由な時間を楽しんでいます。.mp3]
[sound:4c-k-対応.mp3]	<b>対応</b> <br> たいおう <br> interaction, correspondence, coping with, dealing with, support
対応	<b>たいおう</b> <br> interaction, correspondence, coping with, dealing with, support <br> [sound:4c-k-対応.mp3]
interaction, correspondence, coping with, dealing with, support	<b>対応</b> <br> たいおう <br> [sound:4c-k-対応.mp3]
[sound:4c-s-この問題に早く対応する必要があります。.mp3]	<b>この問題に早く対応する必要があります。</b> <br> このもんだいにはやくたいおうするひつようがあります。 <br><br> (対応) <br> We need to respond quickly to this problem.
この問題に早く対応する必要があります。 <br><br> (対応)	<b>このもんだいにはやくたいおうするひつようがあります。</b> <br> We need to respond quickly to this problem. <br> [sound:4c-s-この問題に早く対応する必要があります。.mp3]
We need to respond quickly to this problem.	<b>この問題に早く対応する必要があります。</b> <br> このもんだいにはやくたいおうするひつようがあります。 <br><br> (対応) <br> [sound:4c-s-この問題に早く対応する必要があります。.mp3]
[sound:4c-k-対策.mp3]	<b>対策</b> <br> たいさく <br> counter-plan, counter-measure
対策	<b>たいさく</b> <br> counter-plan, counter-measure <br> [sound:4c-k-対策.mp3]
counter-plan, counter-measure	<b>対策</b> <br> たいさく <br> [sound:4c-k-対策.mp3]
[sound:4c-s-新しい環境対策が必要です。.mp3]	<b>新しい環境対策が必要です。</b> <br> あたらしいかんきょうたいさくがひつようです。 <br><br> (対策) <br> New environmental measures are needed.
新しい環境対策が必要です。 <br><br> (対策)	<b>あたらしいかんきょうたいさくがひつようです。</b> <br> New environmental measures are needed. <br> [sound:4c-s-新しい環境対策が必要です。.mp3]
New environmental measures are needed.	<b>新しい環境対策が必要です。</b> <br> あたらしいかんきょうたいさくがひつようです。 <br><br> (対策) <br> [sound:4c-s-新しい環境対策が必要です。.mp3]
[sound:4c-k-対象.mp3]	<b>対象</b> <br> たいしょう <br> target, object (of worship, study, etc.), subject (of taxation, etc.)
対象	<b>たいしょう</b> <br> target, object (of worship, study, etc.), subject (of taxation, etc.) <br> [sound:4c-k-対象.mp3]
target, object (of worship, study, etc.), subject (of taxation, etc.)	<b>対象</b> <br> たいしょう <br> [sound:4c-k-対象.mp3]
[sound:4c-s-この研究の対象は学生です。.mp3]	<b>この研究の対象は学生です。</b> <br> このけんきゅうのたいしょうはがくせいです。 <br><br> (対象) <br> The subject of this research is students.
この研究の対象は学生です。 <br><br> (対象)	<b>このけんきゅうのたいしょうはがくせいです。</b> <br> The subject of this research is students. <br> [sound:4c-s-この研究の対象は学生です。.mp3]
The subject of this research is students.	<b>この研究の対象は学生です。</b> <br> このけんきゅうのたいしょうはがくせいです。 <br><br> (対象) <br> [sound:4c-s-この研究の対象は学生です。.mp3]
[sound:4c-k-反対.mp3]	<b>反対</b> <br> はんたい <br> opposition, resistance, antagonism, hostility, contrast, objection, dissension, reverse, opposite, vice versa
反対	<b>はんたい</b> <br> opposition, resistance, antagonism, hostility, contrast, objection, dissension, reverse, opposite, vice versa <br> [sound:4c-k-反対.mp3]
opposition, resistance, antagonism, hostility, contrast, objection, dissension, reverse, opposite, vice versa	<b>反対</b> <br> はんたい <br> [sound:4c-k-反対.mp3]
[sound:4c-s-私はその意見に反対です。.mp3]	<b>私はその意見に反対です。</b> <br> わたしはそのいけんにはんたいです。 <br><br> (反対) <br> I am opposed to that opinion.
私はその意見に反対です。 <br><br> (反対)	<b>わたしはそのいけんにはんたいです。</b> <br> I am opposed to that opinion. <br> [sound:4c-s-私はその意見に反対です。.mp3]
I am opposed to that opinion.	<b>私はその意見に反対です。</b> <br> わたしはそのいけんにはんたいです。 <br><br> (反対) <br> [sound:4c-s-私はその意見に反対です。.mp3]
[sound:4c-k-上がったり.mp3]	<b>上がったり</b> <br> あがったり <br> doomed, in a bad state, poor (e.g. business)
上がったり	<b>あがったり</b> <br> doomed, in a bad state, poor (e.g. business) <br> [sound:4c-k-上がったり.mp3]
doomed, in a bad state, poor (e.g. business)	<b>上がったり</b> <br> あがったり <br> [sound:4c-k-上がったり.mp3]
[sound:4c-s-彼の成績が上がったり下がったりします。.mp3]	<b>彼の成績が上がったり下がったりします。</b> <br> かれのせいせきがあがったりさがったりします。 <br><br> (上がったり) <br> His grades go up and down.
彼の成績が上がったり下がったりします。 <br><br> (上がったり)	<b>かれのせいせきがあがったりさがったりします。</b> <br> His grades go up and down. <br> [sound:4c-s-彼の成績が上がったり下がったりします。.mp3]
His grades go up and down.	<b>彼の成績が上がったり下がったりします。</b> <br> かれのせいせきがあがったりさがったりします。 <br><br> (上がったり) <br> [sound:4c-s-彼の成績が上がったり下がったりします。.mp3]
[sound:4c-k-史上.mp3]	<b>史上</b> <br> しじょう <br> historical
史上	<b>しじょう</b> <br> historical <br> [sound:4c-k-史上.mp3]
historical	<b>史上</b> <br> しじょう <br> [sound:4c-k-史上.mp3]
[sound:4c-s-これは史上最高の記録です。.mp3]	<b>これは史上最高の記録です。</b> <br> これはしじょうさいこうのきろくです。 <br><br> (史上) <br> This is the best record in history.
これは史上最高の記録です。 <br><br> (史上)	<b>これはしじょうさいこうのきろくです。</b> <br> This is the best record in history. <br> [sound:4c-s-これは史上最高の記録です。.mp3]
This is the best record in history.	<b>これは史上最高の記録です。</b> <br> これはしじょうさいこうのきろくです。 <br><br> (史上) <br> [sound:4c-s-これは史上最高の記録です。.mp3]
[sound:4c-k-事実上.mp3]	<b>事実上</b> <br> じじつじょう <br> (as a) matter of fact, actually, in reality
事実上	<b>じじつじょう</b> <br> (as a) matter of fact, actually, in reality <br> [sound:4c-k-事実上.mp3]
(as a) matter of fact, actually, in reality	<b>事実上</b> <br> じじつじょう <br> [sound:4c-k-事実上.mp3]
[sound:4c-s-このルールは事実上、廃止されています。.mp3]	<b>このルールは事実上、廃止されています。</b> <br> このルールはじじつじょう、はいしされています。 <br><br> (事実上) <br> This rule is effectively abolished.
このルールは事実上、廃止されています。 <br><br> (事実上)	<b>このルールはじじつじょう、はいしされています。</b> <br> This rule is effectively abolished. <br> [sound:4c-s-このルールは事実上、廃止されています。.mp3]
This rule is effectively abolished.	<b>このルールは事実上、廃止されています。</b> <br> このルールはじじつじょう、はいしされています。 <br><br> (事実上) <br> [sound:4c-s-このルールは事実上、廃止されています。.mp3]
[sound:4c-k-上げ.mp3]	<b>上げ</b> <br> あげ <br> rise in price, making a tuck
上げ	<b>あげ</b> <br> rise in price, making a tuck <br> [sound:4c-k-上げ.mp3]
rise in price, making a tuck	<b>上げ</b> <br> あげ <br> [sound:4c-k-上げ.mp3]
[sound:4c-s-価格を上げました。.mp3]	<b>価格を上げました。</b> <br> かかくをあげました。 <br><br> (上げ) <br> I raised the price.
価格を上げました。 <br><br> (上げ)	<b>かかくをあげました。</b> <br> I raised the price. <br> [sound:4c-s-価格を上げました。.mp3]
I raised the price.	<b>価格を上げました。</b> <br> かかくをあげました。 <br><br> (上げ) <br> [sound:4c-s-価格を上げました。.mp3]
[sound:4c-k-一部.mp3]	<b>一部</b> <br> いちぶ <br> one part, one portion, one section, some; one copy (e.g. of a document)
一部	<b>いちぶ</b> <br> one part, one portion, one section, some; one copy (e.g. of a document) <br> [sound:4c-k-一部.mp3]
one part, one portion, one section, some; one copy (e.g. of a document)	<b>一部</b> <br> いちぶ <br> [sound:4c-k-一部.mp3]
[sound:4c-s-報告の一部を修正しました。.mp3]	<b>報告の一部を修正しました。</b> <br> ほうこくのいちぶをしゅうせいしました。 <br><br> (一部) <br> I revised part of the report.
報告の一部を修正しました。 <br><br> (一部)	<b>ほうこくのいちぶをしゅうせいしました。</b> <br> I revised part of the report. <br> [sound:4c-s-報告の一部を修正しました。.mp3]
I revised part of the report.	<b>報告の一部を修正しました。</b> <br> ほうこくのいちぶをしゅうせいしました。 <br><br> (一部) <br> [sound:4c-s-報告の一部を修正しました。.mp3]
[sound:4c-k-幹部.mp3]	<b>幹部</b> <br> かんぶ <br> management, (executive) staff, leaders, leadership, top brass, upper echelons
幹部	<b>かんぶ</b> <br> management, (executive) staff, leaders, leadership, top brass, upper echelons <br> [sound:4c-k-幹部.mp3]
management, (executive) staff, leaders, leadership, top brass, upper echelons	<b>幹部</b> <br> かんぶ <br> [sound:4c-k-幹部.mp3]
[sound:4c-s-幹部が会議に出席しました。.mp3]	<b>幹部が会議に出席しました。</b> <br> かんぶがかいぎにしゅっせきしました。 <br><br> (幹部) <br> Executives attended the meeting.
幹部が会議に出席しました。 <br><br> (幹部)	<b>かんぶがかいぎにしゅっせきしました。</b> <br> Executives attended the meeting. <br> [sound:4c-s-幹部が会議に出席しました。.mp3]
Executives attended the meeting.	<b>幹部が会議に出席しました。</b> <br> かんぶがかいぎにしゅっせきしました。 <br><br> (幹部) <br> [sound:4c-s-幹部が会議に出席しました。.mp3]
[sound:4c-k-部長.mp3]	<b>部長</b> <br> ぶちょう <br> head (chief, director) of a section or department; head of a (school) club, head of a (school) team
部長	<b>ぶちょう</b> <br> head (chief, director) of a section or department; head of a (school) club, head of a (school) team <br> [sound:4c-k-部長.mp3]
head (chief, director) of a section or department; head of a (school) club, head of a (school) team	<b>部長</b> <br> ぶちょう <br> [sound:4c-k-部長.mp3]
[sound:4c-s-部長が新しいプロジェクトを発表しました。.mp3]	<b>部長が新しいプロジェクトを発表しました。</b> <br> ぶちょうがあたらしいプロジェクトをはっぴょうしました。 <br><br> (部長) <br> The department head announced a new project.
部長が新しいプロジェクトを発表しました。 <br><br> (部長)	<b>ぶちょうがあたらしいプロジェクトをはっぴょうしました。</b> <br> The department head announced a new project. <br> [sound:4c-s-部長が新しいプロジェクトを発表しました。.mp3]
The department head announced a new project.	<b>部長が新しいプロジェクトを発表しました。</b> <br> ぶちょうがあたらしいプロジェクトをはっぴょうしました。 <br><br> (部長) <br> [sound:4c-s-部長が新しいプロジェクトを発表しました。.mp3]
[sound:4c-k-部分.mp3]	<b>部分</b> <br> ぶぶん <br> portion, section, part
部分	<b>ぶぶん</b> <br> portion, section, part <br> [sound:4c-k-部分.mp3]
portion, section, part	<b>部分</b> <br> ぶぶん <br> [sound:4c-k-部分.mp3]
[sound:4c-s-この計画の重要な部分を説明します。.mp3]	<b>この計画の重要な部分を説明します。</b> <br> このけいかくのじゅうようなぶぶんをせつめいします。 <br><br> (部分) <br> I will explain the important parts of this plan.
この計画の重要な部分を説明します。 <br><br> (部分)	<b>このけいかくのじゅうようなぶぶんをせつめいします。</b> <br> I will explain the important parts of this plan. <br> [sound:4c-s-この計画の重要な部分を説明します。.mp3]
I will explain the important parts of this plan.	<b>この計画の重要な部分を説明します。</b> <br> このけいかくのじゅうようなぶぶんをせつめいします。 <br><br> (部分) <br> [sound:4c-s-この計画の重要な部分を説明します。.mp3]
[sound:4c-k-東.mp3]	<b>東</b> <br> ひがし, ひむかし, ひんがし <br> east
東	<b>ひがし, ひむかし, ひんがし</b> <br> east <br> [sound:4c-k-東.mp3]
east	<b>東</b> <br> ひがし, ひむかし, ひんがし <br> [sound:4c-k-東.mp3]
[sound:4c-s-東の空が明るくなってきました。.mp3]	<b>東の空が明るくなってきました。</b> <br> ひがしのそらがあかるくなってきました。 <br><br> (東) <br> The eastern sky is getting brighter.
